osm_id,name,road_ref,road_class,max_speed,city,geog
85210400,Teyschlova,,residential,30,Brno,0102000000030000002F713F3B3B803040B3B6291E179C4840D13538B64380304051F86C1D1C9C48406ABD84AF54803040371AC05B209C4840
376217007,Teyschlova,,residential,30,Brno,0102000000090000002F713F3B3B803040B3B6291E179C4840697A3F24328030401D7B5116199C48404AF086342A803040A572C9271A9C48407D5BB05417803040396EE7B11C9C48409DB415A0128030406EDDCD531D9C48406170CD1DFD7F30408BC22E8A1E9C48406933F389E17F3040970E8C721F9C4840F6285C8FC27F304067704A2F209C48406B662D05A47F30401901158E209C4840
"[43530900, 1354998183]",Purkyňova,,tertiary,50,Brno,010200000007000000AFB14B546F9530401D250A88A49C4840DD17867E5C9530406A0712CAB19C484020F69DBA4D953040FF17192EBC9C4840A043CF1C48953040C1919B3CC09C48407333373A429530400DEF2884C49C48402D4B2A093F9530403BDD1E29C79C48405361C7DA3A9530404537B176CA9C4840
"[43530902, 1354998423]",Purkyňova,,tertiary,50,Brno,010200000004000000AFB14B546F9530401D250A88A49C48401A2F826B9395304007B5DFDA899C48403539C65FA495304090F1CDDB7D9C48407B698A00A795304097A0D0FC7B9C4840
26145886,Kamechy,,residential,,Brno,0102000000070000003868AF3E1E82304058D240E20D9C48409A547E6319823040DCB694980C9C4840794EC46C138230409053CFDD099C484046393D940D82304009201043069C4840C9FA720B02823040BFA0E0BDFE9B484052312999F7813040FD12F1D6F99B4840E99216D3F181304082A158B8F69B4840
"[729517441, 85210337]",Vejrostova,,tertiary,50,Brno,0102000000050000003868AF3E1E82304058D240E20D9C484054C8957A16823040A9D898D7119C48403FC3407C05823040B11A4B581B9C4840B9F71510FF8130409D8944FC1E9C484095BC9580F38130402F4BE07B249C4840
729517441,Vejrostova,,tertiary,50,Brno,0102000000040000003868AF3E1E82304058D240E20D9C4840BFB854A52D82304056A3B2BC069C48401A4A928C41823040D7E2AEB9FE9B484088C2C2A453823040ABECBB22F89B4840
26145889,Rerychova,,residential,50,Brno,0102000000090000005D95FA682781304015D8ADAFBF9B4840562877442A81304093A3A597BD9B48408AD9DCE22B8130401DBBFA67BC9B4840C36C5DC53D8130403E9061BAB59B48404894AC7944813040632AFD84B39B48408216B77647813040E69887A7B29B484042507F0750813040708802C7AF9B4840BB9E43746381304067203B14AA9B4840576D48ED8F81304086C0DBCD9D9B4840
27064052,Kuršova,,living_street,,Brno,01020000002B0000005D95FA682781304015D8ADAFBF9B4840EA20544E20813040D2808B5FC29B48404BC56B031C81304031B19EFFC39B48408D4468041B8130400DEF2884C49B4840525AC9D81A813040BF23CF9AC49B48400809AC771381304064FA6F6FC89B48409E16725B1181304028AE7488C99B4840AE580DD308813040541A31B3CF9B484064D3A5DA028130406AA67B9DD49B4840D1950854FF803040BC0E304ED79B4840A2E991ABFD8030408BB26D07D99B4840699BD145F980304000EBCC98DD9B484089505BD9F4803040459F8F32E29B4840006D50A0F4803040EBF76981E29B48404FBAE303F1803040B3B85A82E79B48407F2A1323F080304023F20291EA9B48409225732CEF8030404B23C1AFEC9B48403FB78608EE80304019BB8E82F19B4840BC7C467DED8030409AB51490F69B4840F1D187D3EE803040EB0324F5F99B4840D975148CEF80304044B97E0BFC9B4840F65A75C2F0803040821A63CC029C484013888D68F1803040B098C750049C484025ABC722F2803040C1FD8007069C4840C4DED5BCF48030405AF855140A9C4840D4997B48F880304004BA40930E9C48402B155454FD803040EBAD81AD129C4840AA4B21EB0481304048BEB78E169C484083B982120B8130400B3E7210199C4840EB6B02B111813040879B9D561B9C4840ACD914D918813040DF22E6481D9C4840BA9CB75620813040D817BFDF1E9C4840B4441D0C2B813040FBB9579C209C4840A21EEC5E388130408FE9BFBD219C484065D531F84581304000B90E1F229C484085A7A1574D81304018FBDC1A229C48405E7127C753813040C5A05DCF219C4840C3AFA250608130404380C28F209C48404D60DFF36881304025F785A11F9C484044B3A15170813040EAF8799D1E9C4840229FFC8282813040153CE0151C9C4840F744323F9281304094217D49199C484062ED39FAA9813040192CE631149C4840
26145886,Kamechy,,residential,,Brno,010200000007000000E99216D3F181304082A158B8F69B484052312999F7813040FD12F1D6F99B4840C9FA720B02823040BFA0E0BDFE9B484046393D940D82304009201043069C4840794EC46C138230409053CFDD099C48409A547E6319823040DCB694980C9C48403868AF3E1E82304058D240E20D9C4840
27402539,Foltýnova,,residential,50,Brno,010200000005000000E99216D3F181304082A158B8F69B4840E3AA0DA9FD813040DF043AEEEF9B4840422C51AC09823040D6D0BCD2E89B48403A4C457419823040FFF801FEDF9B48404A2FC5B01E823040959636C1DC9B4840
38506587,Kuršova,,residential,,Brno,010200000005000000E99216D3F181304082A158B8F69B48408AAC3594DA813040761085E0029C4840DD8431D8C38130409538E1140C9C484071D0B936AF81304002F04FA9129C484062ED39FAA9813040192CE631149C4840
1416537202,Kamechy,,residential,,Brno,010200000005000000E99216D3F181304082A158B8F69B4840BA956FC7E58130403CA5DEAEF29B4840B4739A05DA81304098FC4FFEEE9B484076887FD8D28130402EDC03BEEC9B4840B2BF4758AF813040877AB07BE19B4840
38506602,Kamechy,,residential,,Brno,01020000000400000084EC61D45A813040E1777874C89B4840D854CCF742813040CBFF9A62C49B48401BEB2CC43481304026F5AFF6C19B48405D95FA682781304015D8ADAFBF9B4840
"[1419645195, 26145892]",Lýskova,,living_street,,Brno,01020000001500000084EC61D45A813040E1777874C89B4840627E13AF578130409E0CE94BCA9B4840C4FA50B351813040200DA7CCCD9B4840A715F07C508130404972AF82CE9B4840767C6AAB488130407CE99216D39B48408BA3175A428130403E5DDDB1D89B4840F809568B3E8130403CAD9113DC9B4840696913CC3D813040D0AEE710DD9B4840AB4434153D813040D6F55503DE9B4840A1A2EA573A8130400426CBA4E19B48404436902E368130407EA59828E79B484027E19DD733813040E7012CF2EB9B484069609AD832813040BC202235ED9B48409F1D705D3181304079399105F19B484035E37ED12F8130401825E82FF49B48402FDE8FDB2F813040ED9F02BBF59B484070CD1DFD2F81304068F1BD1AFB9B4840883DFE1C308130400661133E009C4840DB3B592030813040B84D02E5009C4840E19C6C5E30813040310917F2089C4840E7A15B54308130408463963D099C4840
27064053,Rerychova,,residential,50,Brno,010200000004000000576D48ED8F81304086C0DBCD9D9B4840604BD9339581304042356FE6A19B484016B88663A7813040026F3777AA9B484004560E2DB2813040BE254A8CAF9B4840
27064054,Foltýnova,,residential,50,Brno,010200000023000000576D48ED8F81304086C0DBCD9D9B4840C070F8EEA0813040D65B5E14989B4840047C6DECC881304000EC376E8C9B48403F3B3B74D5813040317C444C899B4840E65D503AEC813040BDD3539A839B4840FD385096108230407881EDBB7D9B48409085E810388230404B992F8A799B4840BEBED6A54682304092BBBEC5799B4840A202CC214E823040CD2F945D7A9B48404908FB1B5982304091B586527B9B4840F19D98F562823040F574BF547D9B4840ED65DB696B82304089FA134B809B48406DBC85BF7082304070229FFC829B4840B961CA76748230402DCB7CAC859B4840C908032A77823040073F16478A9B4840EC4E779E7882304010093AB58E9B4840F8B479D278823040D4601A868F9B4840D56E055E77823040366ACF76969B4840B2CC6CA175823040BCC568C29B9B48408F3E41BD748230409DE8047E9E9B4840961B56027382304090EC5BF7A09B4840445DB57C6E82304010B3976DA79B4840C98FF8156B8230401907F247AC9B4840004DCE9A69823040D1820651AD9B484039DACC7C628230401CC6EE4CB29B4840E93B09B65B8230408B27710CB79B48407B849A2155823040F95AE1A7BB9B484094707C48538230403A8CEEC5BC9B48408124ECDB4982304097F2107CC29B48404381881E42823040F91BA32BC79B484006DE24613A8230405C4535DBCB9B4840D714C8EC2C823040DB334B02D49B4840D4974AE427823040155A31B7D69B48402269DC4026823040F121F2A7D79B48404A2FC5B01E823040959636C1DC9B4840
27064053,Rerychova,,residential,50,Brno,0102000000020000008C82E0F1ED813040A4DD8DAACB9B484036CD3B4ED1813040E0545A35BE9B4840
26145894,Foltýnova,,residential,,Brno,0102000000150000008C82E0F1ED813040A4DD8DAACB9B48404D38AA89F4813040E1777874C89B48402D584F5205823040BB8CAC46C09B484030455E7B0B8230404696CCB1BC9B4840D399C5D51282304090F8156BB89B48402260634D1B823040DA46F24BB39B484073AE72B21E823040E7CCD13EB19B484094A0BFD0238230407D0EE2B9AD9B48408D47A98427823040C093162EAB9B4840D243238E2B8230408C8CC4BAA79B4840F4F928232E82304046E63686A59B48408E2848C7308230404249DCBEA29B48402D5C566133823040CC666902A09B4840151450F23482304015F18C6C9D9B4840B57BA823368230403FEC3B759B9B484078CD508138823040DC4CE031979B4840131C4DE43882304006E6327F969B484006966DF13A82304009E46D00919B4840701816ED3B82304070B54E5C8E9B48405EC1919B3C8230400CB4965D8B9B48409FC48C953D8230405C076234869B4840
"[1414966033, 27064053]",Rerychova,,residential,50,Brno,0102000000070000008C82E0F1ED813040A4DD8DAACB9B4840A3625232EF813040864E1949CC9B48402903ACFA0182304010E5B0A0D59B4840F0BD6488088230409D7FBBECD79B48404725D0BB0C8230403D433866D99B4840C06A1B3515823040D1860D60DB9B48404A2FC5B01E823040959636C1DC9B4840
"[38505994, 1414966110]",Rerychova,,residential,,Brno,0102000000030000008C82E0F1ED813040A4DD8DAACB9B484022872DE2E08130407E6BCC90CF9B4840BCE58F0EB4813040B93E07F1DC9B4840
26145894,Foltýnova,,residential,,Brno,0102000000150000009FC48C953D8230405C076234869B48405EC1919B3C8230400CB4965D8B9B4840701816ED3B82304070B54E5C8E9B484006966DF13A82304009E46D00919B4840131C4DE43882304006E6327F969B484078CD508138823040DC4CE031979B4840B57BA823368230403FEC3B759B9B4840151450F23482304015F18C6C9D9B48402D5C566133823040CC666902A09B48408E2848C7308230404249DCBEA29B4840F4F928232E82304046E63686A59B4840D243238E2B8230408C8CC4BAA79B48408D47A98427823040C093162EAB9B484094A0BFD0238230407D0EE2B9AD9B484073AE72B21E823040E7CCD13EB19B48402260634D1B823040DA46F24BB39B4840D399C5D51282304090F8156BB89B484030455E7B0B8230404696CCB1BC9B48402D584F5205823040BB8CAC46C09B48404D38AA89F4813040E1777874C89B48408C82E0F1ED813040A4DD8DAACB9B4840
26145895,Rerychova,,residential,50,Brno,01020000001B0000004A2FC5B01E823040959636C1DC9B4840C63945A22B8230403B8DB454DE9B48407E2E64BF38823040E7FEEA71DF9B484004E621533E823040A59993BCDF9B4840AEBB79AA43823040938AC6DADF9B4840FEFD18294A8230409F94A4C6DF9B484042EE224C5182304011ACAA97DF9B48403E8E8B0F58823040238D6555DF9B484017B435C75E823040E746A2E1DE9B4840C09DFAF664823040FFD0274DDE9B48409A53138E6A8230402F6F6990DD9B484068EBE0606F823040A7D315C7DC9B484071112917748230401200D2EDDB9B4840D4DE967E78823040D72FD80DDB9B48402B4602B27C8230409027EE1DDA9B484012DE1E8480823040491F042ED99B4840BBDB508C878230405CD8E43AD79B4840360EAB2E9682304064D5D63ED39B4840005A4E9DA28230401211FE45D09B484059A25813B08230407986BA59CD9B4840DF5916A7B5823040039E0F2ACC9B48407C39FDEABB823040F7F58DF9CA9B4840D9B9C4ECC082304039758AFAC99B48402C28B110C28230404B283394C99B4840A2B437F8C2823040C91B052DC99B4840EF65EC95C3823040A51710B5C89B4840CB4752D2C3823040DB166536C89B4840
27402539,Foltýnova,,residential,50,Brno,0102000000050000004A2FC5B01E823040959636C1DC9B48403A4C457419823040FFF801FEDF9B4840422C51AC09823040D6D0BCD2E89B4840E3AA0DA9FD813040DF043AEEEF9B4840E99216D3F181304082A158B8F69B4840
"[1414966033, 27064053]",Rerychova,,residential,50,Brno,0102000000070000004A2FC5B01E823040959636C1DC9B4840C06A1B3515823040D1860D60DB9B48404725D0BB0C8230403D433866D99B4840F0BD6488088230409D7FBBECD79B48402903ACFA0182304010E5B0A0D59B4840A3625232EF813040864E1949CC9B48408C82E0F1ED813040A4DD8DAACB9B4840
26145895,Rerychova,,residential,50,Brno,01020000001B000000CB4752D2C3823040DB166536C89B4840EF65EC95C3823040A51710B5C89B4840A2B437F8C2823040C91B052DC99B48402C28B110C28230404B283394C99B4840D9B9C4ECC082304039758AFAC99B48407C39FDEABB823040F7F58DF9CA9B4840DF5916A7B5823040039E0F2ACC9B484059A25813B08230407986BA59CD9B4840005A4E9DA28230401211FE45D09B4840360EAB2E9682304064D5D63ED39B4840BBDB508C878230405CD8E43AD79B484012DE1E8480823040491F042ED99B48402B4602B27C8230409027EE1DDA9B4840D4DE967E78823040D72FD80DDB9B484071112917748230401200D2EDDB9B484068EBE0606F823040A7D315C7DC9B48409A53138E6A8230402F6F6990DD9B4840C09DFAF664823040FFD0274DDE9B484017B435C75E823040E746A2E1DE9B48403E8E8B0F58823040238D6555DF9B484042EE224C5182304011ACAA97DF9B4840FEFD18294A8230409F94A4C6DF9B4840AEBB79AA43823040938AC6DADF9B484004E621533E823040A59993BCDF9B48407E2E64BF38823040E7FEEA71DF9B4840C63945A22B8230403B8DB454DE9B48404A2FC5B01E823040959636C1DC9B4840
"[175901022, 175901023]",Šemberova,,residential,50,Brno,01020000001A000000CB4752D2C3823040DB166536C89B484055BBCBEAC2823040DC4AAFCDC69B484014A46318C1823040F4EED984C59B4840F882BB58BD8230404F401361C39B4840789CA223B982304044842458C19B484044C362D4B58230409E8DA6C4BF9B4840D58FF238B1823040A53CA9E5BD9B4840A84B10BFAC82304035CFB63FBC9B48401542BDCFA7823040EE0E84BFBA9B4840DE33B7E79E82304060A28B97B89B4840339AA6199C8230406737E96CB79B4840F9179C1C998230403ED8182AB59B48407C9A9317998230404B8C0A41B39B4840029A081B9E8230402B025251AB9B484090BE49D3A082304051A2258FA79B4840DD6FFE70A1823040F2576DA3A69B4840A232B4F0AB8230400C4746BD969B4840E8627891AE82304090453FBF949B48402AF6E16AAE823040333509DE909B48403DB5FAEAAA823040282E22E5829B4840AF14B82BAA82304096911F96729B4840A366FE87AA8230400F8C721F6F9B4840614326CFAB823040F25025146C9B48402966738BAF82304059501894699B48405907F64EBB823040974C5F19659B4840E0748181D682304054909F8D5C9B4840
1358349915,,,residential,,Brno,010200000004000000CB4752D2C3823040DB166536C89B4840B9BC83E9C5823040220BE24DC89B4840649E4B27C882304005961238C89B48408F24F72AE8823040B44D3B46C39B4840
"[175901022, 175901023]",Šemberova,,residential,50,Brno,01020000001A000000E0748181D682304054909F8D5C9B48405907F64EBB823040974C5F19659B48402966738BAF82304059501894699B4840614326CFAB823040F25025146C9B4840A366FE87AA8230400F8C721F6F9B4840AF14B82BAA82304096911F96729B48403DB5FAEAAA823040282E22E5829B48402AF6E16AAE823040333509DE909B4840E8627891AE82304090453FBF949B4840A232B4F0AB8230400C4746BD969B4840DD6FFE70A1823040F2576DA3A69B484090BE49D3A082304051A2258FA79B4840029A081B9E8230402B025251AB9B48407C9A9317998230404B8C0A41B39B4840F9179C1C998230403ED8182AB59B4840339AA6199C8230406737E96CB79B4840DE33B7E79E82304060A28B97B89B48401542BDCFA7823040EE0E84BFBA9B4840A84B10BFAC82304035CFB63FBC9B4840D58FF238B1823040A53CA9E5BD9B484044C362D4B58230409E8DA6C4BF9B4840789CA223B982304044842458C19B4840F882BB58BD8230404F401361C39B484014A46318C1823040F4EED984C59B484055BBCBEAC2823040DC4AAFCDC69B4840CB4752D2C3823040DB166536C89B4840
38506587,Kuršova,,residential,,Brno,01020000000500000062ED39FAA9813040192CE631149C484071D0B936AF81304002F04FA9129C4840DD8431D8C38130409538E1140C9C48408AAC3594DA813040761085E0029C4840E99216D3F181304082A158B8F69B4840
"[85210369, 1487584185]",Vejrostova,,tertiary,50,Brno,01020000000F0000006A58422DBC813040791B4064369C48407CA64D8BB0813040EF456A90389C4840D613A7A498813040A659EA6A3C9C4840CA349A5C8C813040B18BA2073E9C484024AB6C697F813040C899266C3F9C4840EAC3C430718130401BDA006C409C48403FB1A94E6281304014BB6C2A419C4840AC5626FC528130400236D6B4419C484019FCA2A943813040679F22E2419C48400F29064834813040083BC5AA419C4840A048410125813040E536D032419C484090A4FF40148130401BDA006C409C4840A5D6A0D403813040C29437763F9C48402D825A67D780304011F637B23C9C484022D797B6C98030409A69B1CA3B9C4840
85210369,Vejrostova,,tertiary,50,Brno,0102000000060000006A58422DBC813040791B4064369C4840C4ACBC89C6813040B0C4A810349C4840C6D5123CCF81304022FC8BA0319C48404314DDC4DA813040D784590D2E9C48408F9AC0BEE781304050E10852299C484095BC9580F38130402F4BE07B249C4840
26145900,Vejrostova,,residential,30,Brno,01020000000700000009C1AA7AF9813040AB58A1ED3D9C4840C32B499EEB81304087269A513D9C484013A4ADA5DB813040BD6DA6423C9C4840E7C75F5AD4813040D0C42A943B9C4840864E1949CC8130404DA48F543A9C4840F5503640C4813040EF456A90389C48406A58422DBC813040791B4064369C4840
"[85210378, 85210358]",Vejrostova,,residential,30,Brno,01020000000B00000009C1AA7AF9813040AB58A1ED3D9C4840F38D8DE5028230405D177E703E9C484084DCA05115823040C29437763F9C48404F48217F1F823040C14C8006409C4840FECCC5843D82304002AC9F48419C484035FCB847808230400D7CFB29449C484050453BB8858230400CA4D5DA459C4840D393E81B87823040EDF483BA489C484072DB638E8A82304092E5C9DA4B9C484018B2BAD573823040F07A7AB6589C4840F09AA10271823040A8AED74F5A9C4840
26145901,Vejrostova,,residential,30,Brno,01020000000A00000095BC9580F38130402F4BE07B249C4840649126DE0182304039BF1715279C4840677E350708823040E02B5F3C289C48406C63473E0A823040EBD3E06C299C4840A62D09AB0C823040A3D92BE22A9C48407DE2A5400B8230408D7E349C329C4840C095ECD8088230400C2BCBC6399C484051D20D5E0582304053BDEB223B9C4840C485F2F4008230403414D2753C9C484009C1AA7AF9813040AB58A1ED3D9C4840
"[85210337, 729517441]",Vejrostova,,tertiary,50,Brno,01020000000500000095BC9580F38130402F4BE07B249C4840B9F71510FF8130409D8944FC1E9C48403FC3407C05823040B11A4B581B9C484054C8957A16823040A9D898D7119C48403868AF3E1E82304058D240E20D9C4840
85210369,Vejrostova,,tertiary,50,Brno,01020000000600000095BC9580F38130402F4BE07B249C48408F9AC0BEE781304050E10852299C48404314DDC4DA813040D784590D2E9C4840C6D5123CCF81304022FC8BA0319C4840C4ACBC89C6813040B0C4A810349C48406A58422DBC813040791B4064369C4840
26525061,Botanická,,residential,50,Brno,01020000000300000020C1430713993040DE3D40F7E59A4840125AC5D10B9930409D3A45FDE49A48409061BAB5F1983040756BE399E19A4840
227335648,Botanická,,residential,50,Brno,01020000000500000020C1430713993040DE3D40F7E59A4840FCCD7AE706993040D3286E26F09A4840E819564C00993040DC9035D9F59A4840D9226937FA9830403E44FEF4FA9A484069C6A2E9EC983040866F0624069B4840
227335648,Botanická,,residential,50,Brno,01020000000300000020C1430713993040DE3D40F7E59A4840AC6F05B930993040D2890453CD9A4840F15712EA33993040E0298991CA9A4840
44156364,Hrnčířská,,residential,30,Brno,0102000000020000009C48D51B5A993040132BA391CF9A484063416150A69930404F80176CD99A4840
8509505,Hrnčířská,,residential,30,Brno,0102000000030000009C48D51B5A993040132BA391CF9A4840643C4A253C9930404ADA43B1CB9A4840F15712EA33993040E0298991CA9A4840
25774408,,37915,tertiary,50,Brno,0102000000020000005B9E6230DAA03040A92391C71D9E4840393586EFB3A0304005F291393B9E4840
25774408,,37915,tertiary,50,Brno,0102000000040000005B9E6230DAA03040A92391C71D9E4840F00DCF5CF1A0304000C1C1830B9E4840B3035372F3A030408449F1F1099E4840D9226937FAA03040E0D4ACD8049E4840
26152051,Majdalenky,,residential,30,Brno,01020000000500000046459C4EB29F3040317FE085089E48402C8A0DCCC09F3040A8AF4225099E4840639813B4C99F3040C6803683099E4840B8C83D5DDD9F3040723A24100A9E4840FF44C07C0DA03040B9FA56900B9E4840
26152051,Majdalenky,,residential,30,Brno,010200000005000000FF44C07C0DA03040B9FA56900B9E4840B8C83D5DDD9F3040723A24100A9E4840639813B4C99F3040C6803683099E48402C8A0DCCC09F3040A8AF4225099E484046459C4EB29F3040317FE085089E4840
"[50561644, 26152047]",Majdalenky,,residential,"['30', '50']",Brno,010200000007000000FF44C07C0DA03040B9FA56900B9E484099034E000FA030402CF6F296069E4840C042418413A0304028E08DBBF79D484073011E0714A0304035947FD2F59D48400DAC3EB214A03040361081D9F39D4840683403A61DA030403365F1ACEE9D48409137AFA01FA03040E0586144EC9D4840
97610116,Majdalenky,,residential,30,Brno,010200000007000000FF44C07C0DA03040B9FA56900B9E48401249997917A03040F41208E00B9E484093CE1B823EA0304011267B3A0D9E484050A6D1E462A03040F1B8A816119E4840D4A9E111CBA03040F8F422241C9E4840D46AA395D6A03040271763601D9E48405B9E6230DAA03040A92391C71D9E4840
"[1321621937, 25774403, 93768253]",Okružní,,tertiary,50,Brno,01020000000E000000A3C85A43A99F3040467DEDF4DE9D484074B7465F9C9F30404DB62682DD9D4840A6F512BE529F3040E0D6DD3CD59D4840779C476A469F3040F34707DAD39D4840B60D4867059F30405C2B908FCC9D4840E0867368EC9E3040CF7C186BC99D4840755776C1E09E304064E60297C79D4840CE5147C7D59E304030359DF8C59D48401654AFB6BD9E3040D36C1E87C19D48408676A96CB39E3040573D0565BF9D4840471A811DA49E3040E893CB35BB9D4840F4D6659D969E3040024466D3B69D4840A98D452E939E30406280E959B59D4840CA7619598D9E3040E09398B1B29D4840
50561646,Okružní,,tertiary,50,Brno,010200000005000000A3C85A43A99F3040467DEDF4DE9D48401B36806DB39F3040042C0318E09D4840AA0029FBF89F3040BF7A81FEE79D4840D1D50C5F15A03040C9A60128EB9D48409137AFA01FA03040E0586144EC9D4840
1441617088,Haškova,,residential,20,Brno,010200000003000000A3C85A43A99F3040467DEDF4DE9D484001C5234CAC9F30408FABEC16DC9D4840C3521333B19F3040E5BBEF73D79D4840
25774407,Seifertova,37915,tertiary,50,Brno,010200000005000000D16DD3E98AA130406BF294D5749D484001CA953089A13040D4F20357799D48407BB6B35483A13040BD2F78E2839D484076E50EF681A13040CD7A8C4D869D484042203C7F7FA1304078842E3C8A9D4840
25774407,Seifertova,37915,tertiary,50,Brno,010200000006000000D16DD3E98AA130406BF294D5749D48400F59EE1692A13040933F7331619D484085F9E1D693A13040912A8A57599D48407212EFA595A1304006D671FC509D4840D11A289595A13040D8124DFB419D4840549D1F9095A13040DB9ABEE83C9D4840
27167877,Blažkova,,residential,30,Brno,010200000006000000D16DD3E98AA130406BF294D5749D4840077E54C37EA130406577DC4B759D4840E6632DF477A13040769A1606769D48404F75C8CD70A13040462AE7E6769D48405D1B857F6CA1304099E08A7A779D48406D15698764A130401CD31396789D4840
26177889,Hamerláky,,residential,50,Brno,010200000007000000734E475BF099304099E08A7A779E48400B7A6F0C019A30407153A813759E4840BA6EA532209A3040D281F634719E48402BD4E473389A304003E4F0EE6D9E48402E65CF543E9A304051C9EF236D9E4840E52439059E9A30406479573D609E48404EF79562A29A3040FF85D4A35F9E4840
"[26177925, 293058471]",Kostelní zmola,,residential,,Brno,010200000010000000E030D120059930409DCFCA074E9E4840FFB1101D02993040D6B8ED31479E48409D741195FC98304086764EB3409E48404B51D3D3EC983040788BD184379E4840E38C614ED09830403E004E94299E484057AA5505B49830404E846808229E48400F3455E69C98304004615DCB1A9E4840B26BD67498983040ED52D966199E4840E79AB80B83983040CD94D6DF129E4840A601CD316A98304051002082059E4840F02197EE6498304099709EA0039E4840D65416855D983040EDEAFAAA019E4840EEBB7DB152983040C52F0620FF9D48409DE96F534D983040EF1010DDFD9D48403C1405FA44983040975BB5C6FB9D4840E8209EDB3A983040B6662B2FF99D4840
26190723,Mokrohorská,,residential,50,Brno,010200000009000000E772DE5A819E30407C725EAD24A1484043CA4FAA7D9E304052ABF93B25A14840C8A06EFB799E304016D5C7E825A148406AEC5C62769E3040D4F9A69F26A14840D281F634719E30402D6D82B927A148407044F7AC6B9E304086E05DD328A148407A257FE6629E30408BB102322AA14840595E036C519E3040615A2FE12BA14840C6C4419D4D9E3040436F96372CA14840
"[40191441, 591503026]","['Mokrohorská', 'Drápelova']",,"['living_street', 'residential']",50,Brno,01020000000A000000E772DE5A819E30407C725EAD24A148406C15B3147F9E30400344C18C29A14840135A208B7E9E3040559808652BA14840786748707E9E30406C30C3352DA148400CC5C2B57F9E30400FCDE1FF33A148401AF8F653889E30406FEFBF3A33A148407ACD61AD909E3040992CEE3F32A14840961AEB2CC49E304019F0E8352CA14840CA445BDFD19E3040F64D50792AA1484068E90AB6119F30401857016322A14840
1226462747,Mokrohorská,,residential,50,Brno,010200000003000000E772DE5A819E30407C725EAD24A14840D32357FB859E304045DA21591BA148401714611E8D9E3040055E1C4B0EA14840
"[26190667, 50561758, 26142070]","['Weissova', 'Zeiberlichova']",37915,tertiary,50,Brno,01020000000B000000778368AD689F3040E8E2CA34F5A04840F7E406E8639F304019315816F1A04840DAEB38D9619F3040F78EBF59EFA0484010A90E5E609F304069ACFD9DEDA04840C39B35785F9F30409FDF9CB6EBA048405F1E7C725E9F30406C7C26FBE7A048408841052C5E9F30404E97C5C4E6A048409AF4ADC55D9F30407F4FAC53E5A04840EE96E4805D9F3040E534FA87E3A048409B841CA55C9F30406A9B87B8DEA04840184ADC195C9F30404E322889DBA04840
32435113,Mokrohorská,,residential,50,Brno,010200000003000000778368AD689F3040E8E2CA34F5A048405DB6E743619F3040A030CD19F6A04840F4E4F5BB0B9F30407778190F00A14840
40191442,Weissova,37915,tertiary,50,Brno,010200000007000000778368AD689F3040E8E2CA34F5A048408A09C5B1899F3040A88AA9F413A14840B70E69AF999F3040A73FFB9122A14840F88A6EBDA69F3040F08AE07F2BA148402CC0D254AA9F3040FAD005F52DA148407D7E73DAAE9F3040F9DE3A5A30A1484016C1FF56B29F304064EB19C231A14840
239791730,U Dubu,,living_street,,Brno,01020000000B000000778368AD689F3040E8E2CA34F5A0484074571B086E9F30403B29DDA7F4A04840E30C0FAB899F30400DB1B096F1A048409AC46A3D8D9F3040BAFA0C03F1A0484093FBC2D08F9F30406744696FF0A048400954FF20929F3040E4373B08F0A048401244824EAD9F304075FE92F9ECA04840A0200C97B09F3040E61599CAECA04840EBC5504EB49F3040575BB1BFECA048408408DDCAB79F3040CE77A686ECA0484052D1FD41C99F3040469AD3C0EAA04840
26190730,Drápelova,,living_street,,Brno,0102000000020000004F58E201659F304017BE199018A1484068E90AB6119F30401857016322A14840
26190799,Kobylín,,residential,50,Brno,010200000004000000E97DE36BCF9E3040ED399FF0C8A0484001625CBBFE9E30408365112FF4A04840304B96EE099F3040C549AB6BFEA04840F4E4F5BB0B9F30407778190F00A14840
26190799,Kobylín,,residential,50,Brno,010200000004000000F4E4F5BB0B9F30407778190F00A14840304B96EE099F3040C549AB6BFEA0484001625CBBFE9E30408365112FF4A04840E97DE36BCF9E3040ED399FF0C8A04840
26190863,Rygle,,living_street,,Brno,010200000006000000F4E4F5BB0B9F30407778190F00A14840393D940D109F30400B32B89C01A1484050317326129F3040D574E21703A14840D318085D1D9F3040A098ABD50DA14840855BE3D81F9F3040B6E8AE3610A14840B5CB12F81E9F304073918CE612A14840
32435113,Mokrohorská,,residential,50,Brno,010200000003000000F4E4F5BB0B9F30407778190F00A148405DB6E743619F3040A030CD19F6A04840778368AD689F3040E8E2CA34F5A04840
227108109,Mokrohorská,,residential,50,Brno,010200000004000000F4E4F5BB0B9F30407778190F00A14840C81D801EB49E30409B15F6590AA14840B61C9E149C9E3040EE2186C20CA148401714611E8D9E3040055E1C4B0EA14840
27166273,Malinová,,living_street,,Brno,010200000002000000233EC10F189F3040B4FA34385BA14840567E198C119F30403CC49A255CA14840
1307736720,Malinová,,living_street,,Brno,010200000002000000233EC10F189F3040B4FA34385BA14840F25190E91A9F3040A7A267695DA14840
