"id","source_type","source_id","target_type","target_id","link_type","confidence","description","created_at"
6873,"restriction",94493,"traffic_jam",28993,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.364721+00"
6874,"restriction",94493,"traffic_jam",28361,"caused_by",60,"roadworks matched jam(moderate) via spatial","2026-04-15 16:56:38.367309+00"
6875,"restriction",94493,"traffic_jam",27892,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.369725+00"
6876,"restriction",94493,"traffic_jam",27904,"caused_by",60,"roadworks matched jam(moderate) via spatial","2026-04-15 16:56:38.371376+00"
6877,"restriction",94493,"traffic_jam",27125,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.373178+00"
6878,"restriction",94493,"traffic_jam",26020,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.374861+00"
6879,"restriction",94493,"traffic_jam",24467,"caused_by",75,"roadworks matched jam(moderate) via street","2026-04-15 16:56:38.376465+00"
6880,"restriction",94493,"traffic_jam",24445,"caused_by",75,"roadworks matched jam(moderate) via street","2026-04-15 16:56:38.378059+00"
6881,"restriction",94493,"traffic_jam",17371,"caused_by",80,"roadworks matched jam(heavy) via street","2026-04-15 16:56:38.37977+00"
6882,"restriction",94493,"traffic_jam",17209,"caused_by",80,"roadworks matched jam(heavy) via street","2026-04-15 16:56:38.381334+00"
6883,"restriction",94493,"traffic_jam",17066,"caused_by",75,"roadworks matched jam(moderate) via street","2026-04-15 16:56:38.382984+00"
6884,"restriction",94493,"traffic_jam",16187,"caused_by",80,"roadworks matched jam(heavy) via street","2026-04-15 16:56:38.384571+00"
6885,"restriction",94493,"traffic_jam",15852,"caused_by",75,"roadworks matched jam(moderate) via street","2026-04-15 16:56:38.386248+00"
6886,"restriction",94493,"traffic_jam",15165,"caused_by",80,"roadworks matched jam(heavy) via street","2026-04-15 16:56:38.387823+00"
6887,"restriction",94493,"traffic_jam",15120,"caused_by",70,"roadworks matched jam(standstill) via spatial","2026-04-15 16:56:38.389443+00"
6888,"restriction",94493,"traffic_jam",12606,"caused_by",75,"roadworks matched jam(light) via street","2026-04-15 16:56:38.391028+00"
6889,"restriction",94493,"traffic_jam",13260,"caused_by",75,"roadworks matched jam(moderate) via street","2026-04-15 16:56:38.392687+00"
6890,"restriction",94493,"traffic_jam",12308,"caused_by",80,"roadworks matched jam(heavy) via street","2026-04-15 16:56:38.394254+00"
6891,"restriction",94493,"traffic_jam",12055,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.39567+00"
6892,"restriction",94493,"traffic_jam",14362,"caused_by",80,"roadworks matched jam(heavy) via street","2026-04-15 16:56:38.397387+00"
6893,"restriction",94493,"traffic_jam",11742,"caused_by",75,"roadworks matched jam(moderate) via street","2026-04-15 16:56:38.399108+00"
6894,"restriction",94493,"traffic_jam",11390,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.40088+00"
6895,"restriction",94493,"traffic_jam",10970,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.402603+00"
6896,"restriction",94493,"traffic_jam",10452,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.404345+00"
6897,"restriction",94493,"traffic_jam",10334,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.405959+00"
6898,"restriction",94493,"traffic_jam",10301,"caused_by",75,"roadworks matched jam(moderate) via street","2026-04-15 16:56:38.407633+00"
6899,"restriction",94493,"traffic_jam",10211,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.409336+00"
6900,"restriction",94493,"traffic_jam",9297,"caused_by",60,"roadworks matched jam(moderate) via spatial","2026-04-15 16:56:38.411089+00"
6901,"restriction",94493,"traffic_jam",8933,"caused_by",60,"roadworks matched jam(moderate) via spatial","2026-04-15 16:56:38.412685+00"
6902,"restriction",94493,"traffic_jam",8434,"caused_by",70,"roadworks matched jam(standstill) via spatial","2026-04-15 16:56:38.414401+00"
6903,"restriction",94493,"traffic_jam",8240,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.415871+00"
6904,"restriction",94493,"traffic_jam",8144,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.417515+00"
6905,"restriction",94493,"traffic_jam",7967,"caused_by",60,"roadworks matched jam(moderate) via spatial","2026-04-15 16:56:38.419165+00"
6906,"restriction",94493,"traffic_jam",5512,"caused_by",75,"roadworks matched jam(moderate) via street","2026-04-15 16:56:38.420978+00"
6907,"restriction",94493,"traffic_jam",5390,"caused_by",75,"roadworks matched jam(moderate) via street","2026-04-15 16:56:38.422454+00"
6908,"restriction",94493,"traffic_jam",5118,"caused_by",80,"roadworks matched jam(heavy) via street","2026-04-15 16:56:38.424176+00"
6909,"restriction",94493,"traffic_jam",4893,"caused_by",85,"roadworks matched jam(standstill) via street","2026-04-15 16:56:38.425775+00"
6910,"restriction",94493,"traffic_jam",3772,"caused_by",80,"roadworks matched jam(heavy) via street","2026-04-15 16:56:38.427489+00"
6911,"restriction",94493,"traffic_jam",8,"caused_by",80,"roadworks matched jam(heavy) via street","2026-04-15 16:56:38.429193+00"
6912,"restriction",94493,"traffic_jam",74,"caused_by",75,"roadworks matched jam(moderate) via street","2026-04-15 16:56:38.430832+00"
6913,"restriction",94493,"traffic_jam",125,"caused_by",80,"roadworks matched jam(heavy) via street","2026-04-15 16:56:38.43248+00"
6914,"restriction",94493,"traffic_jam",130,"caused_by",80,"roadworks matched jam(heavy) via street","2026-04-15 16:56:38.434174+00"
6915,"restriction",94493,"traffic_jam",73,"caused_by",65,"roadworks matched jam(heavy) via spatial","2026-04-15 16:56:38.435724+00"
6916,"restriction",94493,"traffic_jam",87,"caused_by",80,"roadworks matched jam(heavy) via street","2026-04-15 16:56:38.437426+00"
9410,"alert",327,"traffic_jam",57636,"caused_by",75,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-16 04:46:38.002049+00"
10499,"alert",442,"traffic_jam",97383,"caused_by",42,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-16 15:22:39.008942+00"
10500,"alert",442,"traffic_jam",100271,"caused_by",53,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-16 15:22:39.014282+00"
10501,"alert",443,"traffic_jam",97363,"caused_by",57,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-16 15:26:39.004516+00"
10502,"alert",443,"traffic_jam",95006,"caused_by",50,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-16 15:26:39.011676+00"
10503,"alert",443,"traffic_jam",99133,"caused_by",47,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-16 15:26:39.013437+00"
10724,"alert",452,"traffic_jam",101827,"caused_by",42,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-16 16:24:39.004248+00"
11835,"alert",657,"traffic_jam",147641,"caused_by",67,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-18 12:56:42.010851+00"
11837,"alert",661,"traffic_jam",147595,"caused_by",45,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-18 13:14:42.010148+00"
12005,"alert",780,"traffic_jam",159830,"caused_by",53,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-20 04:40:42.003726+00"
12012,"alert",786,"traffic_jam",160142,"caused_by",58,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-20 04:58:42.009491+00"
12810,"alert",1004,"traffic_jam",210086,"caused_by",78,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.011381+00"
12811,"alert",1004,"traffic_jam",210030,"caused_by",78,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.013767+00"
12812,"alert",1004,"traffic_jam",209570,"caused_by",72,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.015835+00"
12813,"alert",1004,"traffic_jam",208875,"caused_by",62,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.017794+00"
12814,"alert",1004,"traffic_jam",208920,"caused_by",63,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.021291+00"
12815,"alert",1004,"traffic_jam",209172,"caused_by",66,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.023105+00"
12816,"alert",1004,"traffic_jam",209261,"caused_by",68,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.024734+00"
12817,"alert",1004,"traffic_jam",209689,"caused_by",73,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.026551+00"
12818,"alert",1004,"traffic_jam",209302,"caused_by",68,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.028633+00"
12819,"alert",1004,"traffic_jam",209420,"caused_by",70,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.030743+00"
12820,"alert",1004,"traffic_jam",209631,"caused_by",72,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.032441+00"
12821,"alert",1004,"traffic_jam",209564,"caused_by",72,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.034231+00"
12822,"alert",1004,"traffic_jam",209932,"caused_by",76,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.035876+00"
12823,"alert",1004,"traffic_jam",209935,"caused_by",76,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.037731+00"
12824,"alert",1004,"traffic_jam",210088,"caused_by",78,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-21 12:14:42.039633+00"
12900,"alert",1029,"traffic_jam",214993,"caused_by",42,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-21 14:18:42.025653+00"
12996,"alert",1049,"traffic_jam",223631,"caused_by",41,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-21 17:12:43.007093+00"
13033,"alert",1076,"traffic_jam",225655,"caused_by",58,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-22 05:10:43.015184+00"
13034,"alert",1076,"traffic_jam",225785,"caused_by",61,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-22 05:10:43.020028+00"
13035,"alert",1076,"traffic_jam",225773,"caused_by",46,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-22 05:10:43.021852+00"
13036,"alert",1078,"traffic_jam",225655,"caused_by",55,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-22 05:18:43.014169+00"
13037,"alert",1078,"traffic_jam",225785,"caused_by",58,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-22 05:18:43.018803+00"
13038,"alert",1078,"traffic_jam",227096,"caused_by",63,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-22 05:18:43.020505+00"
13041,"alert",1081,"traffic_jam",225655,"caused_by",50,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-22 05:34:43.008189+00"
13042,"alert",1081,"traffic_jam",227096,"caused_by",58,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-22 05:34:43.012435+00"
13655,"alert",1153,"traffic_jam",246338,"caused_by",35,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-22 12:52:46.006485+00"
13656,"alert",1153,"traffic_jam",248531,"caused_by",67,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-22 12:52:46.008449+00"
13657,"alert",1153,"traffic_jam",247045,"caused_by",57,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-22 12:52:46.010255+00"
13965,"alert",1222,"traffic_jam",266743,"caused_by",77,"HAZARD_ON_ROAD_OBJECT matched jam via street","2026-04-23 05:18:46.012163+00"
13966,"alert",1222,"traffic_jam",267839,"caused_by",92,"HAZARD_ON_ROAD_OBJECT matched jam via street","2026-04-23 05:18:46.015708+00"
14896,"alert",1367,"traffic_jam",304668,"caused_by",54,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-24 05:20:48.024126+00"
14897,"alert",1367,"traffic_jam",304774,"caused_by",44,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-24 05:20:48.02562+00"
15824,"alert",1462,"traffic_jam",339950,"caused_by",37,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-24 16:32:51.024948+00"
15970,"alert",1484,"traffic_jam",344375,"caused_by",41,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-24 21:18:51.020814+00"
16117,"alert",1601,"traffic_jam",354969,"caused_by",75,"HAZARD_ON_ROAD_LANE_CLOSED matched jam via spatial","2026-04-26 10:48:51.035227+00"
16129,"alert",1607,"traffic_jam",355660,"caused_by",67,"HAZARD_ON_ROAD_CONSTRUCTION matched jam via spatial","2026-04-26 12:28:51.024802+00"
16130,"alert",1607,"traffic_jam",355820,"caused_by",71,"HAZARD_ON_ROAD_CONSTRUCTION matched jam via spatial","2026-04-26 12:28:51.027499+00"
16131,"alert",1601,"alert",1607,"related_to",45,"HAZARD_ON_ROAD_LANE_CLOSED + HAZARD_ON_ROAD_CONSTRUCTION on Jihlavská","2026-04-26 12:30:51.040392+00"
16149,"alert",1634,"traffic_jam",359406,"caused_by",95,"HAZARD_ON_ROAD_CONSTRUCTION matched jam via street","2026-04-26 19:20:51.01981+00"
16173,"alert",1655,"traffic_jam",361989,"caused_by",80,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-27 05:02:51.015937+00"
17094,"alert",1800,"traffic_jam",398362,"caused_by",70,"HAZARD_ON_ROAD matched jam via street","2026-04-28 05:43:00.010288+00"
17095,"alert",1800,"traffic_jam",397870,"caused_by",66,"HAZARD_ON_ROAD matched jam via street","2026-04-28 05:43:00.015736+00"
17096,"alert",1800,"traffic_jam",400749,"caused_by",82,"HAZARD_ON_ROAD matched jam via street","2026-04-28 05:43:00.018407+00"
17274,"alert",1819,"traffic_jam",407942,"caused_by",62,"HAZARD_ON_ROAD_POT_HOLE matched jam via spatial","2026-04-28 06:43:01.014807+00"
17286,"accident",30308,"traffic_jam",407893,"caused_by",74,"accident(moderate) matched jam(standstill) via street","2026-04-28 07:07:01.062377+00"
17287,"accident",30308,"traffic_jam",399693,"caused_by",48,"accident(moderate) matched jam(heavy) via spatial","2026-04-28 07:07:01.065436+00"
17288,"accident",30308,"traffic_jam",401411,"caused_by",66,"accident(moderate) matched jam(heavy) via street","2026-04-28 07:07:01.067347+00"
17289,"accident",30308,"traffic_jam",399230,"caused_by",46,"accident(moderate) matched jam(heavy) via spatial","2026-04-28 07:07:01.069222+00"
17290,"accident",30308,"traffic_jam",398820,"caused_by",45,"accident(moderate) matched jam(standstill) via spatial","2026-04-28 07:07:01.071234+00"
17291,"accident",30308,"traffic_jam",400749,"caused_by",59,"accident(moderate) matched jam(moderate) via street","2026-04-28 07:07:01.073219+00"
17292,"accident",30308,"traffic_jam",399218,"caused_by",46,"accident(moderate) matched jam(heavy) via spatial","2026-04-28 07:07:01.074946+00"
17293,"accident",30308,"traffic_jam",400505,"caused_by",59,"accident(moderate) matched jam(moderate) via street","2026-04-28 07:07:01.077095+00"
17294,"accident",30308,"traffic_jam",399448,"caused_by",47,"accident(moderate) matched jam(heavy) via spatial","2026-04-28 07:07:01.079155+00"
17295,"accident",30308,"traffic_jam",405649,"caused_by",56,"accident(moderate) matched jam(standstill) via spatial","2026-04-28 07:07:01.080814+00"
17296,"accident",30308,"traffic_jam",410323,"caused_by",64,"accident(moderate) matched jam(heavy) via spatial","2026-04-28 07:07:01.082608+00"
17297,"accident",30308,"traffic_jam",401582,"caused_by",46,"accident(moderate) matched jam(moderate) via spatial","2026-04-28 07:07:01.084711+00"
17298,"accident",30308,"traffic_jam",406158,"caused_by",56,"accident(moderate) matched jam(standstill) via spatial","2026-04-28 07:07:01.086429+00"
17299,"accident",30308,"traffic_jam",399978,"caused_by",48,"accident(moderate) matched jam(heavy) via spatial","2026-04-28 07:07:01.088334+00"
17364,"alert",1833,"traffic_jam",411199,"caused_by",62,"HAZARD_ON_ROAD matched jam via spatial","2026-04-28 07:43:01.03541+00"
19478,"alert",2053,"traffic_jam",480633,"caused_by",78,"HAZARD_ON_ROAD_OBJECT matched jam via spatial","2026-04-29 17:35:04.01487+00"
19531,"accident",30370,"traffic_jam",483082,"caused_by",54,"accident(moderate) matched jam(moderate) via spatial","2026-04-30 05:23:04.107241+00"
19532,"accident",30370,"traffic_jam",483852,"caused_by",77,"accident(moderate) matched jam(standstill) via street","2026-04-30 05:23:04.109132+00"
19533,"accident",30370,"traffic_jam",482572,"caused_by",71,"accident(moderate) matched jam(heavy) via street","2026-04-30 05:23:04.110913+00"
19534,"accident",30370,"traffic_jam",482978,"caused_by",74,"accident(moderate) matched jam(heavy) via street","2026-04-30 05:23:04.114128+00"
19535,"accident",30370,"traffic_jam",483431,"caused_by",76,"accident(moderate) matched jam(heavy) via street","2026-04-30 05:23:04.115732+00"
19536,"accident",30370,"traffic_jam",483597,"caused_by",61,"accident(moderate) matched jam(heavy) via spatial","2026-04-30 05:23:04.11743+00"
19537,"accident",30370,"traffic_jam",484228,"caused_by",63,"accident(moderate) matched jam(standstill) via spatial","2026-04-30 05:23:04.121396+00"
19538,"accident",30370,"traffic_jam",483512,"caused_by",76,"accident(moderate) matched jam(heavy) via street","2026-04-30 05:23:04.123362+00"
19539,"accident",30370,"traffic_jam",484508,"caused_by",77,"accident(moderate) matched jam(heavy) via street","2026-04-30 05:23:04.127267+00"
19540,"accident",30370,"traffic_jam",484685,"caused_by",74,"accident(moderate) matched jam(moderate) via street","2026-04-30 05:23:04.131168+00"
19682,"alert",2102,"traffic_jam",487186,"caused_by",60,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-30 06:13:04.015072+00"
19683,"alert",2102,"traffic_jam",488043,"caused_by",63,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-30 06:13:04.017194+00"
19684,"alert",2102,"traffic_jam",486630,"caused_by",60,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-30 06:13:04.020813+00"
19685,"alert",2102,"traffic_jam",488834,"caused_by",51,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-30 06:13:04.022639+00"
19686,"alert",2102,"traffic_jam",486822,"caused_by",45,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-30 06:13:04.026246+00"
19687,"alert",2102,"traffic_jam",489383,"caused_by",52,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-30 06:13:04.027824+00"
19688,"alert",2102,"traffic_jam",489473,"caused_by",67,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-30 06:13:04.031317+00"
19689,"alert",2102,"traffic_jam",488783,"caused_by",66,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-30 06:13:04.033118+00"
19690,"alert",2102,"traffic_jam",484952,"caused_by",54,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-30 06:13:04.036565+00"
19691,"alert",2102,"traffic_jam",485982,"caused_by",42,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-30 06:13:04.038341+00"
19692,"alert",2102,"traffic_jam",486609,"caused_by",45,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-30 06:13:04.040369+00"
19730,"alert",2105,"traffic_jam",488010,"caused_by",44,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-30 06:27:04.022321+00"
19731,"alert",2105,"traffic_jam",486634,"caused_by",55,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-30 06:27:04.025219+00"
19732,"alert",2105,"traffic_jam",486161,"caused_by",54,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-30 06:27:04.027095+00"
19733,"alert",2105,"traffic_jam",489059,"caused_by",46,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-30 06:27:04.028882+00"
19734,"alert",2105,"traffic_jam",491037,"caused_by",52,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via spatial","2026-04-30 06:27:04.030854+00"
19818,"accident",30378,"traffic_jam",491832,"caused_by",58,"accident(moderate) matched jam(standstill) via spatial","2026-04-30 07:07:04.072605+00"
19819,"accident",30378,"traffic_jam",487639,"caused_by",47,"accident(moderate) matched jam(moderate) via spatial","2026-04-30 07:07:04.078406+00"
19820,"accident",30378,"traffic_jam",492542,"caused_by",59,"accident(moderate) matched jam(heavy) via spatial","2026-04-30 07:07:04.080487+00"
19821,"accident",30378,"traffic_jam",487186,"caused_by",61,"accident(moderate) matched jam(moderate) via street","2026-04-30 07:07:04.083952+00"
19822,"accident",30378,"traffic_jam",492543,"caused_by",75,"accident(moderate) matched jam(heavy) via street","2026-04-30 07:07:04.085879+00"
19823,"accident",30378,"traffic_jam",494193,"caused_by",73,"accident(moderate) matched jam(moderate) via street","2026-04-30 07:07:04.089332+00"
19824,"accident",30378,"traffic_jam",483852,"caused_by",60,"accident(moderate) matched jam(standstill) via street","2026-04-30 07:07:04.091152+00"
19825,"accident",30378,"traffic_jam",490532,"caused_by",66,"accident(moderate) matched jam(moderate) via street","2026-04-30 07:07:04.094705+00"
19826,"accident",30378,"traffic_jam",489473,"caused_by",70,"accident(moderate) matched jam(standstill) via street","2026-04-30 07:07:04.096525+00"
19827,"accident",30378,"traffic_jam",488043,"caused_by",63,"accident(moderate) matched jam(moderate) via street","2026-04-30 07:07:04.100007+00"
19828,"accident",30378,"traffic_jam",488490,"caused_by",53,"accident(moderate) matched jam(heavy) via spatial","2026-04-30 07:07:04.101711+00"
19829,"accident",30378,"traffic_jam",486630,"caused_by",61,"accident(moderate) matched jam(moderate) via street","2026-04-30 07:07:04.103476+00"
19830,"accident",30378,"traffic_jam",487212,"caused_by",50,"accident(moderate) matched jam(heavy) via spatial","2026-04-30 07:07:04.106712+00"
19831,"accident",30378,"traffic_jam",489172,"caused_by",54,"accident(moderate) matched jam(standstill) via spatial","2026-04-30 07:07:04.10861+00"
19832,"accident",30378,"traffic_jam",488783,"caused_by",64,"accident(moderate) matched jam(moderate) via street","2026-04-30 07:07:04.110351+00"
19833,"accident",30378,"traffic_jam",491051,"caused_by",67,"accident(moderate) matched jam(moderate) via street","2026-04-30 07:07:04.113877+00"
19834,"accident",30378,"traffic_jam",484685,"caused_by",57,"accident(moderate) matched jam(moderate) via street","2026-04-30 07:07:04.117492+00"
19835,"accident",30378,"traffic_jam",486199,"caused_by",50,"accident(moderate) matched jam(heavy) via spatial","2026-04-30 07:07:04.119353+00"
19836,"accident",30378,"traffic_jam",489427,"caused_by",54,"accident(moderate) matched jam(heavy) via spatial","2026-04-30 07:07:04.122754+00"
19837,"accident",30378,"traffic_jam",489400,"caused_by",53,"accident(moderate) matched jam(heavy) via spatial","2026-04-30 07:07:04.124562+00"
19838,"accident",30378,"traffic_jam",484508,"caused_by",60,"accident(moderate) matched jam(heavy) via street","2026-04-30 07:07:04.127858+00"
19839,"accident",30378,"traffic_jam",493610,"caused_by",77,"accident(moderate) matched jam(heavy) via street","2026-04-30 07:07:04.129514+00"
19840,"accident",30378,"traffic_jam",484952,"caused_by",58,"accident(moderate) matched jam(moderate) via street","2026-04-30 07:07:04.133088+00"
19841,"accident",30378,"traffic_jam",489128,"caused_by",69,"accident(moderate) matched jam(heavy) via street","2026-04-30 07:07:04.134914+00"
19842,"accident",30378,"traffic_jam",493525,"caused_by",77,"accident(moderate) matched jam(heavy) via street","2026-04-30 07:07:04.138465+00"
19891,"alert",2121,"traffic_jam",494193,"caused_by",54,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-30 07:43:04.025209+00"
19892,"alert",2121,"traffic_jam",495711,"caused_by",62,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-30 07:43:04.027943+00"
19893,"alert",2121,"traffic_jam",496146,"caused_by",65,"HAZARD_ON_SHOULDER_CAR_STOPPED matched jam via street","2026-04-30 07:43:04.029703+00"
21486,"accident",30419,"traffic_jam",545939,"caused_by",53,"accident(moderate) matched jam(heavy) via spatial","2026-05-01 07:43:07.089449+00"
21487,"accident",30420,"traffic_jam",545798,"caused_by",47,"accident(moderate) matched jam(standstill) via spatial","2026-05-01 07:53:07.08575+00"
21488,"accident",30420,"traffic_jam",545907,"caused_by",50,"accident(moderate) matched jam(heavy) via spatial","2026-05-01 07:53:07.08867+00"
