"id","external_ids","event_time","ingested_at","first_seen","last_seen","location_geog","city","street_name","road_number","road_type_code","accident_type","accident_subtype","cause_primary","cause_secondary","severity","fatalities_count","serious_injuries","minor_injuries","persons_involved","vehicles_involved","damage_czk","damage_category","weather_condition","road_surface","light_condition","road_condition","vehicle_types","alcohol_involved","drugs_involved","alcohol_level","quality_score","raw","segment_id"
6189,"{""police_cr"": ""060223001051""}","2023-08-04 05:45:00+00","2026-04-08 23:57:50.706431+00","2026-04-08 23:57:50.706431+00","2026-04-08 23:57:50.706431+00","0101000020E6100000B39BC635FF9130406AFDEEFE41964840","Brno","Jihlavská","","street","srážka - s jedoucím nekolejovým vozidlem","zezadu","nesprávné otáčení nebo couvání","řidičem - motorového vozidla","minor",0,0,2,NULL,2,110000,NULL,"neztížené","povrch suchý - neznečištěný","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad",NULL,False,False,NULL,100,"{""year"": ""2023"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""přímý úsek"", ""unit_code"": ""18"", ""visibility"": ""dobré"", ""animal_type"": ""nejde o srážku se zvěří/zvířetem"", ""region_code"": ""06"", ""intersection"": ""mimo křižovatku"", ""district_code"": ""02"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""čtyřpruhová s dělící čarou"", ""road_position"": ""na jízdním pruhu"", ""specific_place"": ""žádné nebo žádné z uvedených"", ""traffic_control"": ""žádný způsob řízení provozu"", ""road_surface_type"": ""živice"", ""accident_character"": ""nehoda - s následky na životě""}",8131
6240,"{""police_cr"": ""060223001105""}","2023-08-16 10:20:00+00","2026-04-08 23:57:52.019103+00","2026-04-08 23:57:52.019103+00","2026-04-08 23:57:52.019103+00","0101000020E6100000495A6A9A519730406E1FDADC1E964840","Brno","Jihlavská","","street","srážka - s jedoucím nekolejovým vozidlem","z boku","při vjíždění na silnici","řidičem - motorového vozidla","minor",0,0,4,NULL,2,240000,NULL,"neztížené","povrch suchý - neznečištěný","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad",NULL,False,False,NULL,100,"{""year"": ""2023"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""přímý úsek"", ""unit_code"": ""18"", ""visibility"": ""dobré"", ""animal_type"": ""nejde o srážku se zvěří/zvířetem"", ""region_code"": ""06"", ""intersection"": ""mimo křižovatku"", ""district_code"": ""02"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""dvoupruhová"", ""road_position"": ""na jízdním pruhu"", ""specific_place"": ""parkoviště přiléhající ke komunikaci"", ""traffic_control"": ""žádný způsob řízení provozu"", ""road_surface_type"": ""živice"", ""accident_character"": ""nehoda - s následky na životě""}",7927
6268,"{""police_cr"": ""060223001104""}","2023-08-16 08:25:00+00","2026-04-08 23:57:52.766239+00","2026-04-08 23:57:52.766239+00","2026-04-08 23:57:52.766239+00","0101000020E6100000E2F38974488F304038272D5C40964840","Brno","Jihlavská","","street","srážka - s jedoucím nekolejovým vozidlem","zezadu","řidič se plně nevěnoval řízení vozidla","řidičem - motorového vozidla","minor",0,0,2,NULL,2,40000,NULL,"neztížené","povrch suchý - neznečištěný","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad",NULL,False,False,NULL,100,"{""year"": ""2023"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""přímý úsek"", ""unit_code"": ""18"", ""visibility"": ""dobré"", ""animal_type"": ""nejde o srážku se zvěří/zvířetem"", ""region_code"": ""06"", ""intersection"": ""mimo křižovatku"", ""district_code"": ""02"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""dvoupruhová"", ""road_position"": ""na jízdním pruhu"", ""specific_place"": ""žádné nebo žádné z uvedených"", ""traffic_control"": ""žádný způsob řízení provozu"", ""road_surface_type"": ""živice"", ""accident_character"": ""nehoda - s následky na životě""}",8715
6390,"{""police_cr"": ""060323000655""}","2023-08-12 07:48:00+00","2026-04-08 23:57:56.248083+00","2026-04-08 23:57:56.248083+00","2026-04-08 23:57:56.248083+00","0101000020E61000005788A0446F833040DB8DDB1E78964840","Brno","Jihlavská","602","secondary","srážka - s jedoucím nekolejovým vozidlem","zezadu","nepřizpůsobení rychlosti - intenzitě (hustotě) provozu","řidičem - motorového vozidla","minor",0,0,1,NULL,3,190000,NULL,"neztížené","povrch suchý - neznečištěný","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad",NULL,False,False,NULL,100,"{""year"": ""2023"", ""source"": ""police-cr"", ""locality"": ""mimo obec"", ""priority"": ""žádná místní úprava"", ""direction"": ""přímý úsek"", ""unit_code"": ""15"", ""visibility"": ""dobré"", ""animal_type"": ""nejde o srážku se zvěří/zvířetem"", ""region_code"": ""06"", ""intersection"": ""mimo křižovatku"", ""district_code"": ""03"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""dvoupruhová"", ""road_position"": ""na jízdním pruhu"", ""specific_place"": ""žádné nebo žádné z uvedených"", ""traffic_control"": ""žádný způsob řízení provozu"", ""road_surface_type"": ""živice"", ""accident_character"": ""nehoda - s následky na životě""}",9262
6869,"{""police_cr"": ""060323000968""}","2023-11-08 11:49:00+00","2026-04-08 23:58:11.354238+00","2026-04-08 23:58:11.354238+00","2026-04-08 23:58:11.354238+00","0101000020E6100000B29DA138B281304085A9151199964840","Troubsko","Jihlavská","602","secondary","srážka - s jedoucím nekolejovým vozidlem","zezadu","řidič se plně nevěnoval řízení vozidla","řidičem - motorového vozidla","property_damage",0,0,0,NULL,2,580000,NULL,"neztížené","povrch suchý - neznečištěný","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad",NULL,False,False,NULL,100,"{""year"": ""2023"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""přímý úsek"", ""unit_code"": ""15"", ""visibility"": ""dobré"", ""animal_type"": ""nejde o srážku se zvěří/zvířetem"", ""region_code"": ""06"", ""intersection"": ""mimo křižovatku"", ""district_code"": ""03"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""dvoupruhová"", ""road_position"": ""na jízdním pruhu"", ""specific_place"": ""žádné nebo žádné z uvedených"", ""traffic_control"": ""žádný způsob řízení provozu"", ""road_surface_type"": ""živice"", ""accident_character"": ""nehoda - pouze s hmotnou škodou""}",9247
7112,"{""police_cr"": ""060223001734""}","2023-12-14 17:27:00+00","2026-04-08 23:58:17.372554+00","2026-04-08 23:58:17.372554+00","2026-04-08 23:58:17.372554+00","0101000020E6100000A007FD13B49330408A6BBD9236964840","Brno","Jihlavská","","street","srážka - s chodcem","nepřichází v úvahu - nejedná se o srážku jedoucích vozidel","chodci na vyznačeném přechodu","řidičem - motorového vozidla","minor",0,0,1,NULL,1,5000,NULL,"neztížené","povrch suchý - neznečištěný","v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad",NULL,False,False,NULL,100,"{""year"": ""2023"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""přednost vyznačena dopravními značkami"", ""direction"": ""přímý úsek"", ""unit_code"": ""18"", ""visibility"": ""dobré"", ""animal_type"": ""nejde o srážku se zvěří/zvířetem"", ""region_code"": ""06"", ""intersection"": ""mimo křižovatku"", ""district_code"": ""02"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""čtyřpruhová s dělícím pásem"", ""road_position"": ""na jízdním pruhu"", ""specific_place"": ""přechod pro chodce"", ""traffic_control"": ""místní úprava"", ""road_surface_type"": ""živice"", ""accident_character"": ""nehoda - s následky na životě""}",8107
7136,"{""police_cr"": ""060223001759""}","2023-12-18 05:15:00+00","2026-04-08 23:58:17.911356+00","2026-04-08 23:58:17.911356+00","2026-04-08 23:58:17.911356+00","0101000020E610000000B58A19E28E304070D737313E964840","Brno","Jihlavská","","street","srážka - s jedoucím nekolejovým vozidlem","z boku","řidič se plně nevěnoval řízení vozidla","řidičem - motorového vozidla","minor",0,0,1,NULL,2,90000,NULL,"neztížené","povrch mokrý","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad",NULL,False,False,NULL,100,"{""year"": ""2023"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""přímý úsek"", ""unit_code"": ""18"", ""visibility"": ""dobré"", ""animal_type"": ""nejde o srážku se zvěří/zvířetem"", ""region_code"": ""06"", ""intersection"": ""mimo křižovatku"", ""district_code"": ""02"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""dvoupruhová"", ""road_position"": ""na jízdním pruhu"", ""specific_place"": ""žádné nebo žádné z uvedených"", ""traffic_control"": ""žádný způsob řízení provozu"", ""road_surface_type"": ""živice"", ""accident_character"": ""nehoda - s následky na životě""}",8716
8186,"{""police_cr"": ""060206220806""}","2022-05-13 08:10:00+00","2026-04-08 23:58:34.362523+00","2026-04-08 23:58:34.362523+00","2026-04-08 23:58:34.362523+00","0101000020E6100000FF0AA20C8B9030402E94ACE748964840","Brno","Jihlavská","","intersection","srážka - s jedoucím nekolejovým vozidlem","čelní","při odbočování vlevo","řidičem - motorového vozidla","minor",0,0,1,NULL,2,1900,NULL,"neztížené","povrch suchý - neznečištěný","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad","{""osobní automobil bez přívěsu""}",False,False,NULL,100,"{""skid"": ""ne"", ""year"": ""2022"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""křižovatka průsečná - čtyřramenná"", ""visibility"": ""dobré"", ""driver_state"": ""dobrý - žádné nepříznivé okolnosti nebyly zjištěny"", ""intersection"": ""na křižovatce - uvnitř hranic křižovatky definovaných pro systém evidence nehod (zóna 9)"", ""vehicle_year"": ""19"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""dvoupruhová"", ""road_position"": ""na jízdním pruhu"", ""vehicle_brand"": ""MERCEDES"", ""driver_license"": ""s řidičským oprávněním skupiny - B"", ""specific_place"": ""žádné nebo žádné z uvedených"", ""traffic_control"": ""světelným signalizačním zařízením"", ""road_surface_type"": ""živice"", ""vehicle_ownership"": ""soukromá organizace - (podnikatel, s.r.o., v.o.s., a.s., atd.)"", ""accident_character"": ""nehoda - s následky na životě"", ""vehicle_damage_czk"": ""900"", ""vehicle_after_accident"": ""žádná z uvedených"", ""driver_external_influence"": ""řidič nebyl ovlivněn""}",8206
8830,"{""police_cr"": ""060206221450""}","2022-08-11 19:40:00+00","2026-04-08 23:58:43.35643+00","2026-04-08 23:58:43.35643+00","2026-04-08 23:58:43.35643+00","0101000020E6100000AC06371DC59830405122EF9A12964840","Brno","Jihlavská","","monitored_road","srážka - s pevnou překážkou","nepřichází v úvahu - nejedná se o srážku jedoucích vozidel","nepřizpůsobení rychlosti - vlastnostem vozidla a nákladu","řidičem - motorového vozidla","property_damage",0,0,0,NULL,1,120,NULL,"neztížené","povrch suchý - neznečištěný","v noci - s veřejným osvětlením, viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad","{""motocykl (včetně sidecarů, skútrů apod.)""}",False,False,NULL,100,"{""skid"": ""ne"", ""year"": ""2022"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""přímý úsek"", ""visibility"": ""dobré"", ""driver_state"": ""dobrý - žádné nepříznivé okolnosti nebyly zjištěny"", ""intersection"": ""mimo křižovatku"", ""vehicle_year"": ""97"", ""obstacle_type"": ""odrazník, patník, - sloupek směrový, sloupek dopravní značky apod."", ""road_division"": ""čtyřpruhová s dělící čarou"", ""road_position"": ""na jízdním pruhu"", ""vehicle_brand"": ""HONDA"", ""driver_license"": ""s řidičským oprávněním skupiny - D"", ""specific_place"": ""přechod pro chodce"", ""traffic_control"": ""žádný způsob řízení provozu"", ""road_surface_type"": ""živice"", ""vehicle_ownership"": ""soukromé - nevyužívané k výdělečné činnosti"", ""accident_character"": ""nehoda - pouze s hmotnou škodou"", ""vehicle_damage_czk"": ""100"", ""vehicle_after_accident"": ""nedošlo k požáru"", ""driver_external_influence"": ""řidič nebyl ovlivněn""}",6516
8990,"{""police_cr"": ""060206221610""}","2022-09-09 15:50:00+00","2026-04-08 23:58:45.634266+00","2026-04-08 23:58:45.634266+00","2026-04-08 23:58:45.634266+00","0101000020E6100000D497FAB4879030408D633A374A964840","Brno","Jihlavská","","intersection","srážka - s jedoucím nekolejovým vozidlem","boční","při odbočování vlevo","řidičem - motorového vozidla","minor",0,0,1,NULL,2,400,NULL,"neztížené","povrch suchý - neznečištěný","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad","{""osobní automobil bez přívěsu""}",False,False,NULL,100,"{""skid"": ""ne"", ""year"": ""2022"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""křižovatka průsečná - čtyřramenná"", ""visibility"": ""dobré"", ""driver_state"": ""dobrý - žádné nepříznivé okolnosti nebyly zjištěny"", ""intersection"": ""na křižovatce - uvnitř hranic křižovatky definovaných pro systém evidence nehod (zóna 9)"", ""vehicle_year"": ""22"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""dvoupruhová"", ""road_position"": ""na jízdním pruhu"", ""vehicle_brand"": ""VOLKSWAGEN"", ""driver_license"": ""s řidičským oprávněním skupiny - B"", ""specific_place"": ""žádné nebo žádné z uvedených"", ""traffic_control"": ""světelným signalizačním zařízením"", ""road_surface_type"": ""živice"", ""vehicle_ownership"": ""soukromé - využívané k výdělečné činnosti"", ""accident_character"": ""nehoda - s následky na životě"", ""vehicle_damage_czk"": ""200"", ""vehicle_after_accident"": ""nedošlo k požáru"", ""driver_external_influence"": ""řidič nebyl ovlivněn""}",8206
8996,"{""police_cr"": ""060206221616""}","2022-09-10 14:00:00+00","2026-04-08 23:58:45.70157+00","2026-04-08 23:58:45.70157+00","2026-04-08 23:58:45.70157+00","0101000020E610000092FD310EF29930409D7F544A19964840","Brno","Jihlavská","","intersection","srážka - s jedoucím nekolejovým vozidlem","zezadu","řidič se plně nevěnoval řízení vozidla","řidičem - motorového vozidla","minor",0,0,4,NULL,2,1000,NULL,"neztížené","povrch mokrý","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad","{""osobní automobil bez přívěsu""}",False,False,NULL,100,"{""skid"": ""ne"", ""year"": ""2022"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""křižovatka styková - tříramenná"", ""visibility"": ""dobré"", ""driver_state"": ""dobrý - žádné nepříznivé okolnosti nebyly zjištěny"", ""intersection"": ""na křižovatce - uvnitř hranic křižovatky definovaných pro systém evidence nehod (zóna 9)"", ""vehicle_year"": ""14"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""čtyřpruhová s dělícím pásem"", ""road_position"": ""na jízdním pruhu"", ""vehicle_brand"": ""ŠKODA"", ""driver_license"": ""s řidičským oprávněním skupiny - B"", ""specific_place"": ""čerpadlo pohonných hmot"", ""traffic_control"": ""světelným signalizačním zařízením"", ""road_surface_type"": ""živice"", ""vehicle_ownership"": ""soukromá organizace - (podnikatel, s.r.o., v.o.s., a.s., atd.)"", ""accident_character"": ""nehoda - s následky na životě"", ""vehicle_damage_czk"": ""500"", ""vehicle_after_accident"": ""žádná z uvedených"", ""driver_external_influence"": ""řidič nebyl ovlivněn""}",6538
9016,"{""police_cr"": ""060206221636""}","2022-09-14 04:45:00+00","2026-04-08 23:58:45.92432+00","2026-04-08 23:58:45.92432+00","2026-04-08 23:58:45.92432+00","0101000020E6100000A94B260DC1843040BFB61B635B964840","Brno","Jihlavská","","monitored_road","srážka - s lesní zvěří","nepřichází v úvahu - nejedná se o srážku jedoucích vozidel","nezaviněná řidičem","lesní zvěří, domácím zvířectvem","property_damage",0,0,0,NULL,1,550,NULL,"na počátku deště, slabý déšť, mrholení apod.","povrch mokrý","v noci - s veřejným osvětlením, zhoršená viditelnost vlivem povětrnostních podmínek (mlha, déšť, sněžení apod.)","dobrý, bez závad","{""osobní automobil bez přívěsu""}",False,False,NULL,100,"{""skid"": ""ne"", ""year"": ""2022"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""přímý úsek"", ""visibility"": ""dobré"", ""driver_state"": ""dobrý - žádné nepříznivé okolnosti nebyly zjištěny"", ""intersection"": ""mimo křižovatku"", ""vehicle_year"": ""13"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""dvoupruhová"", ""road_position"": ""na jízdním pruhu"", ""vehicle_brand"": ""JAGUAR"", ""driver_license"": ""s řidičským oprávněním skupiny - B"", ""specific_place"": ""žádné nebo žádné z uvedených"", ""traffic_control"": ""žádný způsob řízení provozu"", ""road_surface_type"": ""živice"", ""vehicle_ownership"": ""soukromá organizace - (podnikatel, s.r.o., v.o.s., a.s., atd.)"", ""accident_character"": ""nehoda - pouze s hmotnou škodou"", ""vehicle_damage_czk"": ""500"", ""vehicle_after_accident"": ""nedošlo k požáru"", ""driver_external_influence"": ""řidič nebyl ovlivněn""}",9262
9070,"{""police_cr"": ""060206221690""}","2022-09-21 11:20:00+00","2026-04-08 23:58:46.782769+00","2026-04-08 23:58:46.782769+00","2026-04-08 23:58:46.782769+00","0101000020E6100000B9CF88E9EA9130402C0C236E47964840","Brno","Jihlavská","","monitored_road","srážka - s jedoucím nekolejovým vozidlem","z boku","chodci na vyznačeném přechodu","řidičem - motorového vozidla","minor",0,0,1,NULL,2,210,NULL,"neztížené","povrch suchý - neznečištěný","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad","{""osobní automobil bez přívěsu""}",False,False,NULL,100,"{""skid"": ""ne"", ""year"": ""2022"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""přímý úsek"", ""visibility"": ""dobré"", ""driver_state"": ""dobrý - žádné nepříznivé okolnosti nebyly zjištěny"", ""intersection"": ""mimo křižovatku"", ""vehicle_year"": ""08"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""dvoupruhová"", ""road_position"": ""na jízdním pruhu"", ""vehicle_brand"": ""VOLKSWAGEN"", ""driver_license"": ""s řidičským oprávněním skupiny - B"", ""specific_place"": ""přechod pro chodce"", ""traffic_control"": ""žádný způsob řízení provozu"", ""road_surface_type"": ""živice"", ""vehicle_ownership"": ""soukromé - nevyužívané k výdělečné činnosti"", ""accident_character"": ""nehoda - s následky na životě"", ""vehicle_damage_czk"": ""200"", ""vehicle_after_accident"": ""žádná z uvedených"", ""driver_external_influence"": ""řidič nebyl ovlivněn""}",8131
9305,"{""police_cr"": ""060206221925""}","2022-10-26 04:45:00+00","2026-04-08 23:58:50.181325+00","2026-04-08 23:58:50.181325+00","2026-04-08 23:58:50.181325+00","0101000020E6100000A7C83E0DBF92304084564FA239964840","Brno","Jihlavská","","monitored_road","srážka - s jedoucím nekolejovým vozidlem","boční","při přejíždění z jednoho jízdního pruhu do druhého","řidičem - motorového vozidla","minor",0,0,1,NULL,2,900,NULL,"mlha","povrch suchý - neznečištěný","v noci - bez veřejného osvětlení, viditelnost zhoršená vlivem povětrnostních podmínek (mlha, déšť, sněžení apod.)","dobrý, bez závad","{""osobní automobil bez přívěsu""}",False,False,NULL,100,"{""skid"": ""ne"", ""year"": ""2022"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""přímý úsek"", ""visibility"": ""jiné špatné"", ""driver_state"": ""dobrý - žádné nepříznivé okolnosti nebyly zjištěny"", ""intersection"": ""mimo křižovatku"", ""vehicle_year"": ""05"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""čtyřpruhová s dělící čarou"", ""road_position"": ""na jízdním pruhu"", ""vehicle_brand"": ""VOLKSWAGEN"", ""driver_license"": ""s řidičským oprávněním skupiny - B"", ""specific_place"": ""žádné nebo žádné z uvedených"", ""traffic_control"": ""světelným signalizačním zařízením"", ""road_surface_type"": ""živice"", ""vehicle_ownership"": ""soukromé - nevyužívané k výdělečné činnosti"", ""accident_character"": ""nehoda - s následky na životě"", ""vehicle_damage_czk"": ""300"", ""vehicle_after_accident"": ""žádná z uvedených"", ""driver_external_influence"": ""řidič nebyl ovlivněn""}",8107
9402,"{""police_cr"": ""060223227589""}","2022-11-14 17:10:00+00","2026-04-08 23:58:51.634771+00","2026-04-08 23:58:51.634771+00","2026-04-08 23:58:51.634771+00","0101000020E61000000B5386D69F953040859966E72B964840","Brno","Jihlavská","","monitored_road","srážka - s jedoucím nekolejovým vozidlem","zezadu","nedodržení bezpečné vzdálenosti za vozidlem","řidičem - motorového vozidla","minor",0,0,1,NULL,3,1350,NULL,"neztížené","povrch suchý - neznečištěný","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad","{""osobní automobil bez přívěsu""}",True,False,NULL,100,"{""skid"": ""ne"", ""year"": ""2022"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""světelná signalilzace přepnuta na přerušovanou žlutou"", ""direction"": ""přímý úsek"", ""visibility"": ""dobré"", ""driver_state"": ""pod vlivem - alkoholu, obsah alkoholu v krvi do 0,99 ‰"", ""intersection"": ""mimo křižovatku"", ""vehicle_year"": ""10"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""čtyřpruhová s dělící čarou"", ""road_position"": ""na jízdním pruhu"", ""vehicle_brand"": ""CHEVROLET"", ""driver_license"": ""s řidičským oprávněním skupiny - B"", ""specific_place"": ""žádné nebo žádné z uvedených"", ""traffic_control"": ""policistou nebo jiným pověřeným orgánem"", ""road_surface_type"": ""živice"", ""vehicle_ownership"": ""soukromá organizace - (podnikatel, s.r.o., v.o.s., a.s., atd.)"", ""accident_character"": ""nehoda - s následky na životě"", ""vehicle_damage_czk"": ""500"", ""vehicle_after_accident"": ""nedošlo k požáru"", ""driver_external_influence"": ""řidič nebyl ovlivněn""}",7952
9451,"{""police_cr"": ""060224225416""}","2022-11-26 07:15:00+00","2026-04-08 23:58:52.381202+00","2026-04-08 23:58:52.381202+00","2026-04-08 23:58:52.381202+00","0101000020E610000098915A97049930403E8A6E4C16964840","Brno","Jihlavská","","monitored_road","srážka - s pevnou překážkou","nepřichází v úvahu - nejedná se o srážku jedoucích vozidel","nepřizpůsobení rychlosti - stavu vozovky (náledí, výtluky, bláto, mokrý povrch apod.)","řidičem - motorového vozidla","property_damage",0,0,0,NULL,1,950,NULL,"na počátku deště, slabý déšť, mrholení apod.","povrch mokrý","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad","{""osobní automobil bez přívěsu""}",False,False,NULL,100,"{""skid"": ""ne"", ""year"": ""2022"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""přímý úsek"", ""visibility"": ""dobré"", ""driver_state"": ""dobrý - žádné nepříznivé okolnosti nebyly zjištěny"", ""intersection"": ""mimo křižovatku"", ""vehicle_year"": ""13"", ""obstacle_type"": ""sloup - telefonní, veřejného osvětlení, elektrického vedení, signalizace apod."", ""road_division"": ""čtyřpruhová s dělícím pásem"", ""road_position"": ""na jízdním pruhu"", ""vehicle_brand"": ""BMW - motocykly"", ""driver_license"": ""s řidičským oprávněním skupiny - B"", ""specific_place"": ""v blízkosti přechodu pro chodce (do vzdálenosti 20 m)"", ""traffic_control"": ""žádný způsob řízení provozu"", ""road_surface_type"": ""živice"", ""vehicle_ownership"": ""soukromé - nevyužívané k výdělečné činnosti"", ""accident_character"": ""nehoda - pouze s hmotnou škodou"", ""vehicle_damage_czk"": ""600"", ""vehicle_after_accident"": ""žádná z uvedených"", ""driver_external_influence"": ""řidič nebyl ovlivněn""}",6524
9476,"{""police_cr"": ""060224228719""}","2022-12-01 06:35:00+00","2026-04-08 23:58:52.660082+00","2026-04-08 23:58:52.660082+00","2026-04-08 23:58:52.660082+00","0101000020E6100000AB7F5F3B4D973040328E3A691E964840","Brno","Jihlavská","602","monitored_road","srážka - s jedoucím nekolejovým vozidlem","zezadu","řidič se plně nevěnoval řízení vozidla","řidičem - motorového vozidla","property_damage",0,0,0,NULL,2,250,NULL,"neztížené","povrch suchý - neznečištěný","ve dne - viditelnost nezhoršená vlivem povětrnostních podmínek","dobrý, bez závad","{""osobní automobil bez přívěsu""}",False,False,NULL,100,"{""skid"": ""ne"", ""year"": ""2022"", ""source"": ""police-cr"", ""locality"": ""v obci"", ""priority"": ""žádná místní úprava"", ""direction"": ""přímý úsek"", ""visibility"": ""dobré"", ""driver_state"": ""dobrý - žádné nepříznivé okolnosti nebyly zjištěny"", ""intersection"": ""mimo křižovatku"", ""vehicle_year"": ""08"", ""obstacle_type"": ""nepříchází v úvahu - nejedná se o srážku s pevnou překážkou"", ""road_division"": ""dvoupruhová"", ""road_position"": ""na jízdním pruhu"", ""vehicle_brand"": ""TOYOTA"", ""driver_license"": ""s řidičským oprávněním skupiny - B"", ""specific_place"": ""most, nadjezd, podjezd, tunel"", ""traffic_control"": ""žádný způsob řízení provozu"", ""road_surface_type"": ""živice"", ""vehicle_ownership"": ""soukromé - nevyužívané k výdělečné činnosti"", ""accident_character"": ""nehoda - pouze s hmotnou škodou"", ""vehicle_damage_czk"": ""100"", ""vehicle_after_accident"": ""nedošlo k požáru"", ""driver_external_influence"": ""řidič nebyl ovlivněn""}",7927
