"id","external_ids","event_time","ingested_at","first_seen","last_seen","jam_line_geog","city","street_name","road_number","road_type_code","delay_seconds","length_m","speed_kmh","speed_normal_kmh","severity","quality_score","raw","segment_id"
75334,"{""waze"": ""c0c422e8-06fa-4b94-9a56-a227fa8b40c4""}","2026-04-10 13:34:57+00","2026-04-10 13:35:52.512375+00","2026-04-10 13:35:52.512375+00","2026-04-10 14:01:53.332856+00",NULL,"Brno","Jihlavská","602","secondary",NULL,NULL,NULL,NULL,"standstill",40,"{""city"": ""Brno"", ""type"": ""JAM"", ""uuid"": ""c0c422e8-06fa-4b94-9a56-a227fa8b40c4"", ""_type"": ""alert"", ""magvar"": 94, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": ""JAM_STAND_STILL_TRAFFIC"", ""location"": {""x"": 16.578536, ""y"": 49.173487}, ""roadType"": 7, ""pubMillis"": 1775828097000, ""_fetchedAt"": ""2026-04-10T14:01:40.327492682Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 3, ""reportByMunicipalityUser"": ""false""}",7983
63649,"{""waze"": ""1198546698"", ""waze_alert"": [""0f60d045-2978-4d31-9f48-f3f9a5716861""]}","2026-04-10 11:02:35.242+00","2026-04-10 11:03:34.471892+00","2026-04-10 11:03:34.471892+00","2026-04-10 12:30:49.173592+00","0102000020E6100000070000008BFED0CC9393304084D72E6D389648404DF564FED1933040022D5DC136964840297B4B395F943040698EACFC329648401DAF40F4A4943040E7E3DA50319648409A0AF148BC943040A03715A930964840A94D9CDCEF943040416326512F96484066A4DE53399530407EC9C6832D964840","Brno","Jihlavská","602","secondary",121.0,471.0,10.02,35.16269713150378,"heavy",100,"{""id"": 1198546698, ""city"": ""Brno"", ""line"": [{""x"": 16.576474, ""y"": 49.173597}, {""x"": 16.577423, ""y"": 49.173546}, {""x"": 16.579578, ""y"": 49.173431}, {""x"": 16.580642, ""y"": 49.17338}, {""x"": 16.580998, ""y"": 49.17336}, {""x"": 16.581785, ""y"": 49.173319}, {""x"": 16.582906, ""y"": 49.173264}], ""uuid"": 1198546698, ""_type"": ""jam"", ""delay"": 121, ""level"": 3, ""speed"": 2.783333333333333, ""length"": 471, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""Dlouhá"", ""roadType"": 7, ""segments"": [{""ID"": 290154835, ""toNode"": 96733981, ""fromNode"": 239428791, ""isForward"": true}, {""ID"": 90076579, ""toNode"": 151699792, ""fromNode"": 96733981, ""isForward"": true}, {""ID"": 142027990, ""toNode"": 151699793, ""fromNode"": 151699792, ""isForward"": true}, {""ID"": 145060923, ""toNode"": 153329659, ""fromNode"": 151699793, ""isForward"": false}, {""ID"": 145611346, ""toNode"": 151659324, ""fromNode"": 153329659, ""isForward"": false}], ""speedKMH"": 10.02, ""turnType"": ""NONE"", ""pubMillis"": 1775818955242, ""_fetchedAt"": ""2026-04-10T11:20:34.430114590Z""}",7966
72283,"{""waze"": ""1224679248"", ""waze_alert"": [""38b4225e-cd6c-4a53-a04e-d64c09b35783"", ""6613950d-1b31-44bd-8386-c85abd528bcb"", ""69b88c50-da54-41ac-9f14-2cad1b4fc8c2"", ""b3fc83e4-6756-475b-a648-0322de8f6fdf"", ""b04dca10-3e44-467a-b0f0-f133aeace842"", ""ed5ea693-29a3-4df5-897d-35defa84bdbb"", ""dfd83aca-aaba-4a63-bcc1-c90973885516""]}","2026-04-10 13:09:33.55+00","2026-04-10 13:09:44.716407+00","2026-04-10 13:09:44.716407+00","2026-04-10 13:50:45.241369+00","0102000020E610000010000000855D143DF08D304097AAB4C5359648409886E123628E304000C5C892399648401B13622EA98E3040DB8651103C96484053E9279CDD8E3040B18BA2073E9648409301A08A1B8F30402788BA0F40964840AD8905BEA28F3040965F06634496484053094FE8F58F304035EF3845479648400057B2632390304076AA7CCF489648400403081F4A9030400403081F4A964840DF1B4300709030404BAFCDC64A9648402D0ABB287A903040ECA694D74A964840A7B228ECA2903040C2DF2F664B96484055850662D9903040CE8DE9094B96484030F5F3A6229130409F3D97A94996484079EA9106B7913040DD0BCC0A45964840EBFEB1101D9230404FE78A5242964840","Brno","Jihlavská","602","secondary",777.0,1193.0,4.94,46.48418561850928,"standstill",100,"{""id"": 1224679248, ""city"": ""Brno"", ""line"": [{""x"": 16.554447, ""y"": 49.173516}, {""x"": 16.556185, ""y"": 49.173632}, {""x"": 16.557269, ""y"": 49.173708}, {""x"": 16.558069, ""y"": 49.173768}, {""x"": 16.559014, ""y"": 49.17383}, {""x"": 16.561077, ""y"": 49.173962}, {""x"": 16.562346, ""y"": 49.17405}, {""x"": 16.56304, ""y"": 49.174097}, {""x"": 16.563631, ""y"": 49.174137}, {""x"": 16.564209, ""y"": 49.174157}, {""x"": 16.564364, ""y"": 49.174159}, {""x"": 16.564986, ""y"": 49.174176}, {""x"": 16.565817, ""y"": 49.174165}, {""x"": 16.566935, ""y"": 49.174123}, {""x"": 16.569199, ""y"": 49.173982}, {""x"": 16.570756, ""y"": 49.173899}], ""uuid"": 1224679248, ""_type"": ""jam"", ""delay"": 777, ""level"": 4, ""speed"": 1.3722222222222222, ""length"": 1193, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": """", ""roadType"": 7, ""segments"": [{""ID"": 285680849, ""toNode"": 235708177, ""fromNode"": 154091533, ""isForward"": true}, {""ID"": 141023934, ""toNode"": 151015806, ""fromNode"": 235708177, ""isForward"": false}, {""ID"": 84016602, ""toNode"": 91330822, ""fromNode"": 151015806, ""isForward"": false}, {""ID"": 84216256, ""toNode"": 91418120, ""fromNode"": 91330822, ""isForward"": false}, {""ID"": 182727379, ""toNode"": 151015951, ""fromNode"": 91418120, ""isForward"": false}, {""ID"": 297990221, ""toNode"": 244428537, ""fromNode"": 151015951, ""isForward"": true}, {""ID"": 297990218, ""toNode"": 218935082, ""fromNode"": 244428537, ""isForward"": true}, {""ID"": 260619539, ""toNode"": 96728320, ""fromNode"": 218935082, ""isForward"": true}, {""ID"": 205262250, ""toNode"": 185116406, ""fromNode"": 96728320, ""isForward"": false}, {""ID"": 205262260, ""toNode"": 185116407, ""fromNode"": 185116406, ""isForward"": true}, {""ID"": 205262252, ""toNode"": 185116231, ""fromNode"": 185116407, ""isForward"": true}, {""ID"": 205261838, ""toNode"": 92813100, ""fromNode"": 185116231, ""isForward"": true}, {""ID"": 86290950, ""toNode"": 96728279, ""fromNode"": 92813100, ""isForward"": true}, {""ID"": 90067547, ""toNode"": 96733838, ""fromNode"": 96728279, ""isForward"": true}], ""speedKMH"": 4.94, ""turnType"": ""NONE"", ""pubMillis"": 1775826573550, ""_fetchedAt"": ""2026-04-10T13:50:40.304301545Z""}",8197
66554,"{""waze"": ""1210912546"", ""waze_alert"": [""704ba218-68c7-4914-b084-c0acbdd95bd2"", ""234f0615-412f-40fe-9965-3b34f1ed6949""]}","2026-04-10 12:04:58.563+00","2026-04-10 12:05:40.932794+00","2026-04-10 12:05:40.932794+00","2026-04-10 12:40:49.29755+00","0102000020E6100000090000008BFED0CC9393304084D72E6D389648404DF564FED1933040022D5DC136964840297B4B395F943040698EACFC329648401DAF40F4A4943040E7E3DA50319648409A0AF148BC943040A03715A930964840A94D9CDCEF943040416326512F96484066A4DE53399530407EC9C6832D96484066A4DE5339953040AD4D637B2D964840E7ABE46377953040EAB303AE2B964840","Brno","Jihlavská","602","secondary",117.0,540.0,10.85,31.268845897264846,"heavy",100,"{""id"": 1210912546, ""city"": ""Brno"", ""line"": [{""x"": 16.576474, ""y"": 49.173597}, {""x"": 16.577423, ""y"": 49.173546}, {""x"": 16.579578, ""y"": 49.173431}, {""x"": 16.580642, ""y"": 49.17338}, {""x"": 16.580998, ""y"": 49.17336}, {""x"": 16.581785, ""y"": 49.173319}, {""x"": 16.582906, ""y"": 49.173264}, {""x"": 16.582906, ""y"": 49.173263}, {""x"": 16.583853, ""y"": 49.173208}], ""uuid"": 1210912546, ""_type"": ""jam"", ""delay"": 117, ""level"": 3, ""speed"": 3.013888888888889, ""length"": 540, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""Dlouhá"", ""roadType"": 7, ""segments"": [{""ID"": 290154835, ""toNode"": 96733981, ""fromNode"": 239428791, ""isForward"": true}, {""ID"": 90076579, ""toNode"": 151699792, ""fromNode"": 96733981, ""isForward"": true}, {""ID"": 142027990, ""toNode"": 151699793, ""fromNode"": 151699792, ""isForward"": true}, {""ID"": 145060923, ""toNode"": 153329659, ""fromNode"": 151699793, ""isForward"": false}, {""ID"": 145611346, ""toNode"": 151659324, ""fromNode"": 153329659, ""isForward"": false}, {""ID"": 101584788, ""toNode"": 52246925, ""fromNode"": 151659324, ""isForward"": true}], ""speedKMH"": 10.85, ""turnType"": ""NONE"", ""pubMillis"": 1775822698563, ""_fetchedAt"": ""2026-04-10T12:33:37.330011599Z""}",7964
67386,"{""waze"": ""1213557084"", ""waze_alert"": [""ea111015-c1e0-4c6a-8765-31ae1392dc80"", ""b5bb412a-c77a-4e1b-bcd3-27c7899a8e96"", ""234f0615-412f-40fe-9965-3b34f1ed6949""]}","2026-04-10 12:17:58.237+00","2026-04-10 12:18:36.923282+00","2026-04-10 12:18:36.923282+00","2026-04-10 14:01:40.870991+00","0102000020E6100000070000008BFED0CC9393304084D72E6D389648404DF564FED1933040022D5DC136964840297B4B395F943040698EACFC329648401DAF40F4A4943040E7E3DA50319648409A0AF148BC943040A03715A930964840A94D9CDCEF943040416326512F96484066A4DE53399530407EC9C6832D964840","Brno","Jihlavská","602","secondary",72.0,471.0,14.1,35.138095238095225,"moderate",100,"{""id"": 1213557084, ""city"": ""Brno"", ""line"": [{""x"": 16.576474, ""y"": 49.173597}, {""x"": 16.577423, ""y"": 49.173546}, {""x"": 16.579578, ""y"": 49.173431}, {""x"": 16.580642, ""y"": 49.17338}, {""x"": 16.580998, ""y"": 49.17336}, {""x"": 16.581785, ""y"": 49.173319}, {""x"": 16.582906, ""y"": 49.173264}], ""uuid"": 1213557084, ""_type"": ""jam"", ""delay"": 72, ""level"": 2, ""speed"": 3.9166666666666665, ""length"": 471, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""Dlouhá"", ""roadType"": 7, ""segments"": [{""ID"": 290154835, ""toNode"": 96733981, ""fromNode"": 239428791, ""isForward"": true}, {""ID"": 90076579, ""toNode"": 151699792, ""fromNode"": 96733981, ""isForward"": true}, {""ID"": 142027990, ""toNode"": 151699793, ""fromNode"": 151699792, ""isForward"": true}, {""ID"": 145060923, ""toNode"": 153329659, ""fromNode"": 151699793, ""isForward"": false}, {""ID"": 145611346, ""toNode"": 151659324, ""fromNode"": 153329659, ""isForward"": false}], ""speedKMH"": 14.1, ""turnType"": ""NONE"", ""pubMillis"": 1775823478237, ""_fetchedAt"": ""2026-04-10T14:01:40.327492682Z""}",7966
65168,"{""waze"": ""1205779504"", ""waze_alert"": [""7c91bb66-0e9e-4acc-981a-d18b536312e3"", ""ea111015-c1e0-4c6a-8765-31ae1392dc80"", ""7f8d5f71-ec10-43db-9752-89f96484d87b""]}","2026-04-10 11:38:51.847+00","2026-04-10 11:39:38.833538+00","2026-04-10 11:39:38.833538+00","2026-04-10 13:08:41.945065+00","0102000020E610000003000000AA2A3410CB96304006483481229648405B28999CDA9530402D0B26FE28964840E7ABE46377953040EAB303AE2B964840","Brno","Jihlavská","602","secondary",80.0,379.0,10.86,29.897869249394674,"heavy",100,"{""id"": 1205779504, ""city"": ""Brno"", ""line"": [{""x"": 16.589036, ""y"": 49.172928}, {""x"": 16.585367, ""y"": 49.173126}, {""x"": 16.583853, ""y"": 49.173208}], ""uuid"": 1205779504, ""_type"": ""jam"", ""delay"": 80, ""level"": 3, ""speed"": 3.0166666666666666, ""length"": 379, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""Dlouhá"", ""roadType"": 7, ""segments"": [{""ID"": 309974246, ""toNode"": 251306715, ""fromNode"": 252029889, ""isForward"": false}, {""ID"": 308655556, ""toNode"": 52246925, ""fromNode"": 251306715, ""isForward"": false}], ""speedKMH"": 10.86, ""turnType"": ""NONE"", ""pubMillis"": 1775821131847, ""_fetchedAt"": ""2026-04-10T13:08:39.346161217Z""}",7935
75731,"{""waze"": ""1231305430"", ""waze_alert"": [""234a42ef-1f19-4497-8020-0e3765e368b5"", ""1d93d11d-028a-4d7b-9ad2-2365a4abcb8d"", ""d47b324b-941c-40aa-8d00-66a8c494e40a""]}","2026-04-10 13:38:17.38+00","2026-04-10 13:39:43.070513+00","2026-04-10 13:39:43.070513+00","2026-04-10 14:16:55.948296+00","0102000020E610000010000000855D143DF08D304097AAB4C5359648409886E123628E304000C5C892399648401B13622EA98E3040DB8651103C96484053E9279CDD8E3040B18BA2073E9648409301A08A1B8F30402788BA0F40964840AD8905BEA28F3040965F06634496484053094FE8F58F304035EF3845479648400057B2632390304076AA7CCF489648400403081F4A9030400403081F4A964840DF1B4300709030404BAFCDC64A9648402D0ABB287A903040ECA694D74A964840A7B228ECA2903040C2DF2F664B96484055850662D9903040CE8DE9094B96484030F5F3A6229130409F3D97A94996484079EA9106B7913040DD0BCC0A45964840EBFEB1101D9230404FE78A5242964840","Brno","Jihlavská","602","secondary",780.0,1193.0,4.93,47.11473965287047,"standstill",100,"{""jam"": {""id"": 1231305430, ""city"": ""Brno"", ""line"": [{""x"": 16.554447, ""y"": 49.173516}, {""x"": 16.556185, ""y"": 49.173632}, {""x"": 16.557269, ""y"": 49.173708}, {""x"": 16.558069, ""y"": 49.173768}, {""x"": 16.559014, ""y"": 49.17383}, {""x"": 16.561077, ""y"": 49.173962}, {""x"": 16.562346, ""y"": 49.17405}, {""x"": 16.56304, ""y"": 49.174097}, {""x"": 16.563631, ""y"": 49.174137}, {""x"": 16.564209, ""y"": 49.174157}, {""x"": 16.564364, ""y"": 49.174159}, {""x"": 16.564986, ""y"": 49.174176}, {""x"": 16.565817, ""y"": 49.174165}, {""x"": 16.566935, ""y"": 49.174123}, {""x"": 16.569199, ""y"": 49.173982}, {""x"": 16.570756, ""y"": 49.173899}], ""uuid"": 1231305430, ""_type"": ""jam"", ""delay"": 780, ""level"": 4, ""speed"": 1.3694444444444445, ""length"": 1193, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": """", ""roadType"": 7, ""segments"": [{""ID"": 285680849, ""toNode"": 235708177, ""fromNode"": 154091533, ""isForward"": true}, {""ID"": 141023934, ""toNode"": 151015806, ""fromNode"": 235708177, ""isForward"": false}, {""ID"": 84016602, ""toNode"": 91330822, ""fromNode"": 151015806, ""isForward"": false}, {""ID"": 84216256, ""toNode"": 91418120, ""fromNode"": 91330822, ""isForward"": false}, {""ID"": 182727379, ""toNode"": 151015951, ""fromNode"": 91418120, ""isForward"": false}, {""ID"": 297990221, ""toNode"": 244428537, ""fromNode"": 151015951, ""isForward"": true}, {""ID"": 297990218, ""toNode"": 218935082, ""fromNode"": 244428537, ""isForward"": true}, {""ID"": 260619539, ""toNode"": 96728320, ""fromNode"": 218935082, ""isForward"": true}, {""ID"": 205262250, ""toNode"": 185116406, ""fromNode"": 96728320, ""isForward"": false}, {""ID"": 205262260, ""toNode"": 185116407, ""fromNode"": 185116406, ""isForward"": true}, {""ID"": 205262252, ""toNode"": 185116231, ""fromNode"": 185116407, ""isForward"": true}, {""ID"": 205261838, ""toNode"": 92813100, ""fromNode"": 185116231, ""isForward"": true}, {""ID"": 86290950, ""toNode"": 96728279, ""fromNode"": 92813100, ""isForward"": true}, {""ID"": 90067547, ""toNode"": 96733838, ""fromNode"": 96728279, ""isForward"": true}], ""speedKMH"": 4.93, ""turnType"": ""NONE"", ""pubMillis"": 1775828297380, ""_fetchedAt"": ""2026-04-10T13:40:40.288839483Z""}, ""alerts"": [{""type"": ""HAZARD"", ""uuid"": ""1d93d11d-028a-4d7b-9ad2-2365a4abcb8d"", ""_type"": ""alert"", ""magvar"": 297, ""street"": ""D1"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": ""HAZARD_ON_SHOULDER_CAR_STOPPED"", ""location"": {""x"": 16.554582, ""y"": 49.164555}, ""roadType"": 3, ""pubMillis"": 1775828417000, ""_fetchedAt"": ""2026-04-10T13:40:40.288839483Z"", ""confidence"": 0, ""reliability"": 6, ""reportRating"": 4, ""reportByMunicipalityUser"": ""false""}, {""city"": ""Brno"", ""type"": ""JAM"", ""uuid"": ""d47b324b-941c-40aa-8d00-66a8c494e40a"", ""_type"": ""alert"", ""magvar"": 24, ""street"": ""» Starý Lískovec / Kohoutovice"", ""_source"": ""waze"", ""country"": ""EZ"", ""subtype"": ""JAM_HEAVY_TRAFFIC"", ""location"": {""x"": 16.550761, ""y"": 49.174068}, ""roadType"": 4, ""pubMillis"": 1775828588000, ""_fetchedAt"": ""2026-04-10T13:43:40.303806779Z"", ""confidence"": 0, ""reliability"": 5, ""reportRating"": 4, ""reportByMunicipalityUser"": ""false""}]}",8197
75255,"{""waze"": ""1230478166"", ""waze_alert"": [""22fc9667-cf2c-42ec-8839-ed6f95823f2d"", ""234a42ef-1f19-4497-8020-0e3765e368b5""]}","2026-04-10 13:35:12.66+00","2026-04-10 13:35:40.517428+00","2026-04-10 13:35:40.517428+00","2026-04-10 14:05:50.697994+00","0102000020E61000000F0000009886E123628E304000C5C892399648401B13622EA98E3040DB8651103C96484053E9279CDD8E3040B18BA2073E9648409301A08A1B8F30402788BA0F40964840AD8905BEA28F3040965F06634496484053094FE8F58F304035EF3845479648400057B2632390304076AA7CCF489648400403081F4A9030400403081F4A964840DF1B4300709030404BAFCDC64A9648402D0ABB287A903040ECA694D74A964840A7B228ECA2903040C2DF2F664B96484055850662D9903040CE8DE9094B96484030F5F3A6229130409F3D97A94996484079EA9106B7913040DD0BCC0A45964840EBFEB1101D9230404FE78A5242964840","Brno","Jihlavská","602","secondary",816.0,1066.0,4.26,45.230677290836674,"standstill",100,"{""id"": 1230478166, ""city"": ""Brno"", ""line"": [{""x"": 16.556185, ""y"": 49.173632}, {""x"": 16.557269, ""y"": 49.173708}, {""x"": 16.558069, ""y"": 49.173768}, {""x"": 16.559014, ""y"": 49.17383}, {""x"": 16.561077, ""y"": 49.173962}, {""x"": 16.562346, ""y"": 49.17405}, {""x"": 16.56304, ""y"": 49.174097}, {""x"": 16.563631, ""y"": 49.174137}, {""x"": 16.564209, ""y"": 49.174157}, {""x"": 16.564364, ""y"": 49.174159}, {""x"": 16.564986, ""y"": 49.174176}, {""x"": 16.565817, ""y"": 49.174165}, {""x"": 16.566935, ""y"": 49.174123}, {""x"": 16.569199, ""y"": 49.173982}, {""x"": 16.570756, ""y"": 49.173899}], ""uuid"": 1230478166, ""_type"": ""jam"", ""delay"": 816, ""level"": 4, ""speed"": 1.1833333333333333, ""length"": 1066, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": """", ""roadType"": 7, ""segments"": [{""ID"": 141023934, ""toNode"": 151015806, ""fromNode"": 235708177, ""isForward"": false}, {""ID"": 84016602, ""toNode"": 91330822, ""fromNode"": 151015806, ""isForward"": false}, {""ID"": 84216256, ""toNode"": 91418120, ""fromNode"": 91330822, ""isForward"": false}, {""ID"": 182727379, ""toNode"": 151015951, ""fromNode"": 91418120, ""isForward"": false}, {""ID"": 297990221, ""toNode"": 244428537, ""fromNode"": 151015951, ""isForward"": true}, {""ID"": 297990218, ""toNode"": 218935082, ""fromNode"": 244428537, ""isForward"": true}, {""ID"": 260619539, ""toNode"": 96728320, ""fromNode"": 218935082, ""isForward"": true}, {""ID"": 205262250, ""toNode"": 185116406, ""fromNode"": 96728320, ""isForward"": false}, {""ID"": 205262260, ""toNode"": 185116407, ""fromNode"": 185116406, ""isForward"": true}, {""ID"": 205262252, ""toNode"": 185116231, ""fromNode"": 185116407, ""isForward"": true}, {""ID"": 205261838, ""toNode"": 92813100, ""fromNode"": 185116231, ""isForward"": true}, {""ID"": 86290950, ""toNode"": 96728279, ""fromNode"": 92813100, ""isForward"": true}, {""ID"": 90067547, ""toNode"": 96733838, ""fromNode"": 96728279, ""isForward"": true}], ""speedKMH"": 4.26, ""turnType"": ""NONE"", ""pubMillis"": 1775828112660, ""_fetchedAt"": ""2026-04-10T13:42:40.318394403Z""}",8197
71978,"{""waze"": ""1224142358"", ""waze_alert"": [""faf8d8b9-262d-4e25-ae52-54756de260f0""]}","2026-04-10 13:06:26.935+00","2026-04-10 13:06:43.871094+00","2026-04-10 13:06:43.871094+00","2026-04-10 13:35:52.538488+00","0102000020E610000007000000855D143DF08D304097AAB4C5359648409886E123628E304000C5C892399648401B13622EA98E3040DB8651103C96484053E9279CDD8E3040B18BA2073E9648409301A08A1B8F30402788BA0F40964840AD8905BEA28F3040965F06634496484053094FE8F58F304035EF384547964840","Brno","Jihlavská","602","secondary",95.0,579.0,15.56,53.50258000659847,"heavy",100,"{""id"": 1224142358, ""city"": ""Brno"", ""line"": [{""x"": 16.554447, ""y"": 49.173516}, {""x"": 16.556185, ""y"": 49.173632}, {""x"": 16.557269, ""y"": 49.173708}, {""x"": 16.558069, ""y"": 49.173768}, {""x"": 16.559014, ""y"": 49.17383}, {""x"": 16.561077, ""y"": 49.173962}, {""x"": 16.562346, ""y"": 49.17405}], ""uuid"": 1224142358, ""_type"": ""jam"", ""delay"": 95, ""level"": 3, ""speed"": 4.322222222222222, ""length"": 579, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""» Popůvky"", ""roadType"": 7, ""segments"": [{""ID"": 285680849, ""toNode"": 235708177, ""fromNode"": 154091533, ""isForward"": true}, {""ID"": 141023934, ""toNode"": 151015806, ""fromNode"": 235708177, ""isForward"": false}, {""ID"": 84016602, ""toNode"": 91330822, ""fromNode"": 151015806, ""isForward"": false}, {""ID"": 84216256, ""toNode"": 91418120, ""fromNode"": 91330822, ""isForward"": false}, {""ID"": 182727379, ""toNode"": 151015951, ""fromNode"": 91418120, ""isForward"": false}, {""ID"": 297990221, ""toNode"": 244428537, ""fromNode"": 151015951, ""isForward"": true}], ""speedKMH"": 15.56, ""turnType"": ""NONE"", ""pubMillis"": 1775826386935, ""_fetchedAt"": ""2026-04-10T13:08:39.346161217Z""}",8716
64720,"{""waze"": ""1200704492""}","2026-04-10 11:12:33.797+00","2026-04-10 11:29:38.014534+00","2026-04-10 11:29:38.014534+00","2026-04-10 15:27:46.885546+00","0102000020E610000007000000DF1B4300709030404BAFCDC64A9648402D0ABB287A903040ECA694D74A964840A7B228ECA2903040C2DF2F664B96484055850662D9903040CE8DE9094B96484030F5F3A6229130409F3D97A94996484079EA9106B7913040DD0BCC0A45964840EBFEB1101D9230404FE78A5242964840","Brno","Jihlavská","602","secondary",96.0,478.0,12.42,40.44114441416894,"heavy",80,"{""id"": 1200704492, ""city"": ""Brno"", ""line"": [{""x"": 16.564209, ""y"": 49.174157}, {""x"": 16.564364, ""y"": 49.174159}, {""x"": 16.564986, ""y"": 49.174176}, {""x"": 16.565817, ""y"": 49.174165}, {""x"": 16.566935, ""y"": 49.174123}, {""x"": 16.569199, ""y"": 49.173982}, {""x"": 16.570756, ""y"": 49.173899}], ""uuid"": 1200704492, ""_type"": ""jam"", ""delay"": 96, ""level"": 3, ""speed"": 3.45, ""length"": 478, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": """", ""roadType"": 7, ""segments"": [{""ID"": 205262260, ""toNode"": 185116407, ""fromNode"": 185116406, ""isForward"": true}, {""ID"": 205262252, ""toNode"": 185116231, ""fromNode"": 185116407, ""isForward"": true}, {""ID"": 205261838, ""toNode"": 92813100, ""fromNode"": 185116231, ""isForward"": true}, {""ID"": 86290950, ""toNode"": 96728279, ""fromNode"": 92813100, ""isForward"": true}, {""ID"": 90067547, ""toNode"": 96733838, ""fromNode"": 96728279, ""isForward"": true}], ""speedKMH"": 12.42, ""turnType"": ""NONE"", ""pubMillis"": 1775819553797, ""_fetchedAt"": ""2026-04-10T15:27:44.255611482Z""}",8181
83263,"{""waze"": ""1260957038""}","2026-04-10 15:24:00.896+00","2026-04-10 15:24:47.979332+00","2026-04-10 15:24:47.979332+00","2026-04-10 15:31:47.751613+00","0102000020E610000003000000AA2A3410CB96304006483481229648405B28999CDA9530402D0B26FE28964840E7ABE46377953040EAB303AE2B964840","Brno","Jihlavská","602","secondary",82.0,379.0,10.7,29.977577002053398,"heavy",80,"{""id"": 1260957038, ""city"": ""Brno"", ""line"": [{""x"": 16.589036, ""y"": 49.172928}, {""x"": 16.585367, ""y"": 49.173126}, {""x"": 16.583853, ""y"": 49.173208}], ""uuid"": 1260957038, ""_type"": ""jam"", ""delay"": 82, ""level"": 3, ""speed"": 2.9722222222222223, ""length"": 379, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""Dlouhá"", ""roadType"": 7, ""segments"": [{""ID"": 309974246, ""toNode"": 251306715, ""fromNode"": 252029889, ""isForward"": false}, {""ID"": 308655556, ""toNode"": 52246925, ""fromNode"": 251306715, ""isForward"": false}], ""speedKMH"": 10.7, ""turnType"": ""NONE"", ""pubMillis"": 1775834640896, ""_fetchedAt"": ""2026-04-10T15:31:44.279674309Z""}",7935
77532,"{""waze"": ""1235120038"", ""waze_alert"": [""eef233cd-dd6e-47df-8b0f-6cc4df937286"", ""aa56db7f-de6c-474d-8ebb-af6317c78fbb"", ""aeeca31b-ec2e-4612-a7ae-35db19302f77"", ""7f106353-5b89-4868-a89e-03a93bb1c427"", ""72cac24a-2e3e-4d46-82fd-c3b4acaf6da1"", ""a0326e47-53bd-4bf7-ba1c-5cdbca813e00""]}","2026-04-10 13:54:03.817+00","2026-04-10 13:54:44.750762+00","2026-04-10 13:54:44.750762+00","2026-04-10 14:49:47.968366+00","0102000020E6100000040000004774CFBA4697304032772D211F9648406F2EFEB627983040CF81E508199648403370404B57983040A13193A817964840344C6DA983983040F4BF5C8B16964840","Brno","Jihlavská","602","secondary",100.0,354.0,10.14,49.62525345622122,"heavy",100,"{""id"": 1235120038, ""city"": ""Brno"", ""line"": [{""x"": 16.590923, ""y"": 49.172825}, {""x"": 16.594356, ""y"": 49.172639}, {""x"": 16.595082, ""y"": 49.172597}, {""x"": 16.595759, ""y"": 49.172563}], ""uuid"": 1235120038, ""_type"": ""jam"", ""delay"": 100, ""level"": 3, ""speed"": 2.816666666666667, ""length"": 354, ""street"": ""Jihlavská"", ""_source"": ""waze"", ""country"": ""EZ"", ""endNode"": ""Vídeňská"", ""roadType"": 7, ""segments"": [{""ID"": 102861528, ""toNode"": 110126301, ""fromNode"": 110867904, ""isForward"": true}, {""ID"": 101585872, ""toNode"": 151703777, ""fromNode"": 110126301, ""isForward"": true}, {""ID"": 102086038, ""toNode"": 111701035, ""fromNode"": 151703777, ""isForward"": true}], ""speedKMH"": 10.14, ""turnType"": ""NONE"", ""pubMillis"": 1775829243817, ""_fetchedAt"": ""2026-04-10T14:49:44.266080303Z""}",6501
